GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_noDrug	EV_DMSO_noDrug
narL	Rv0844c	nitrate/nitrite response transcriptional regulator NarL	hypoxia_late:10%	-0.1772	0.462559385247919	883.24	944	1036	1125	604	760	276.46	316.65
Rv0042c	Rv0042c	transcriptional regulator	tyloxopol:14%	-0.1797	0.456280274151616	887.35	935	1048	1146	587	779	229.6	263.27
vapB36	Rv1982A	antitoxin VapB36	human_sputum:22%	-0.2293	0.722589749899614	910.61	864	1027	953	727	999	87.18	103.82
secE1	Rv0638	preprotein translocase SecE	zinc_limitation:10%	-0.1866	0.508512579075627	886.49	909	971	1106	657	822	988.32	1138.37
pgsA3	Rv2746c	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	ctl_exponential:11%; ctl_stationary:10%	-0.1886	0.525422441827613	883.51	891	1001	1076	632	852	108.32	125.34
argT	Rvnt14	tRNA-Arg	hypoxia_late:13%; tyloxopol:12%; acidic_tyloxopol:11%	-0.2677	0.906982918378115	899.72	620	252	280	3376	1181	27.92	38.4
bcpB	Rv1608c	peroxiredoxin	tyloxopol:11%	-0.1838	0.47682295446639	886.22	903	1029	1113	606	826	227.91	262.69
Rv0395	Rv0395	hypothetical protein	hypoxia_late:55%; ctl_stationary:11%	-0.3866	0.938227069626085	1075.27	1056	653	422	3034	917	6.24	10.13
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	-0.227	0.789872772268272	857.33	369	378	390	3811	690	21.66	29.01
Rv2203	Rv2203	membrane protein	low_iron:8%	-0.1771	0.412871612816022	882.71	939	1078	1145	592	724	343.82	393.8
csm4	Rv2820c	CRISPR type III-associated RAMP protein Csm4	hypoxia_late:16%	-0.2059	0.613568397188164	878.89	913	988	1031	623	871	52.67	61.75
Rv1503c	Rv1503c	conserved hypothetical protein	hypoxia_late:17%; ctl_stationary:13%	-0.3301	0.96660663678958	958.5	1410	1331	749	549	898	21.47	27.8
MT0069	MT0069	hypothetical protein	microaerophilic:17%; cholesterol:12%	-0.2212	0.686460382113762	878.34	818	808	931	802	1045	141.11	166.54
plcA	Rv2351c	membrane-associated phospholipase A	ctl_stationary:14%; hypoxia_late:13%; human_sputum:11%	-0.1895	0.450253338306408	885.18	896	1093	1117	584	794	58.58	67.88
Rv0745	Rv0745	hypothetical protein	hypoxia_late:48%	-0.3132	0.952135465614143	938.6	1218	751	832	711	1251	8.94	11.72
tcrX	Rv3765c	two component transcriptional regulator TcrX	acidic:10%	-0.2001	0.535432901424005	883.82	844	1044	1042	642	880	70.92	82.91
TB7.3	Rv3221c	hypothetical protein	microaerophilic:15%; acidic:14%	-0.1832	0.430951957207934	866.98	910	1021	1108	581	768	675.75	777.39
fabG2	Rv1350	3-oxoacyl-ACP reductase FabG	hypoxia_late:14%	-0.254	0.812805891024432	891.23	991	955	862	713	950	31.38	38.35
vapB6	Rv0657c	antitoxin VapB6	INDIGO_exponential:8%	-0.2388	0.794679850079953	862.94	803	702	792	833	1228	73.7	88.5
Rv3167c	Rv3167c	TetR family transcriptional regulator	hypoxia_late:24%; ctl_stationary:17%	-0.3281	0.981006830860155	904.33	1308	943	663	603	1101	10.04	13.25
MT2837	MT2837	hypothetical protein	hypoxia_late:41%	-0.2785	0.918219682124277	888.84	901	708	678	901	1324	18.95	23.82
echA20	Rv3550	enoyl-CoA hydratase EchA20	human_sputum:36%; hypoxia_fatty_acids:12%; hypoxia_late:12%	-0.2272	0.708745062924417	875.41	924	939	967	652	916	39.47	46.96
htdZ	Rv0130	3-hydroxyl-thioester dehydratase	hypoxia_late:16%	-0.2162	0.637651425268735	872.07	788	860	939	766	1020	61.6	72.88
Rv0906	Rv0906	hypothetical protein	zinc_limitation:14%	-0.1854	0.399075563676651	871.42	905	1061	1128	579	745	154.58	178.2
Rv0452	Rv0452	transcriptional regulator	tyloxopol:14%; ctl_stationary:11%; hypoxia_late:11%; hypoxia_fatty_acids:10%	-0.2287	0.753011781695766	847.13	973	884	920	618	865	47.65	56.94
MT3954	MT3954	hypothetical protein	hypoxia_late:40%; ctl_stationary:17%; PBS_RIF_DDmtb:15%	-0.4523	0.981163644213666	1005.34	1104	501	378	2478	1136	4.81	8.81
Rv2767c	Rv2767c	membrane protein	hypoxia_late:21%; PBS_RIF_DDmtb:10%	-0.2499	0.80513984815761	868.16	790	700	777	857	1268	25.95	31.69
MT0859	MT0859	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:20%; ctl_stationary:17%	-0.4008	0.985929052882723	968.53	1064	352	227	2817	1302	4.68	7.95
rpoZ	Rv1390	DNA-directed RNA polymerase subunit omega	microaerophilic:10%	-0.1849	0.423931851655662	856.25	897	990	1103	593	747	827.92	952.75
Rv2409c	Rv2409c	hypothetical protein	hypoxia_late:9%	-0.1855	0.424034105170618	856.29	894	1000	1096	572	771	145.92	168.36
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	-0.2352	0.73870478133249	866.24	863	861	930	692	1001	27.48	32.95
fadD3	Rv3561	fatty-acid--CoA ligase FadD3	human_sputum:37%; hypoxia_late:23%	-0.2615	0.863466256813802	865.73	1154	1053	871	535	787	22.23	27.31
celA2a	Rv1089A	cellulase celA2a	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_hypoxic:10%	-0.4485	0.996999237595739	909.85	1190	317	147	2502	1323	6	10.48
lpqQ	Rv0835	lipoprotein LpqQ	human_sputum:16%; ctl_stationary:10%	-0.2346	0.731916965082578	862.05	880	905	903	701	932	39.59	47.55
MTS0903	MTS0903	small intergenic RNA	acidic_tyloxopol:11%	-0.1892	0.421231027622658	862.01	859	1040	1094	567	804	93.66	108.53
Rv0480c	Rv0480c	amidohydrolase	hypoxia_late:14%	-0.1969	0.519542986083991	856.04	862	921	1027	639	856	73.97	86.17
MT2589.1	MT2589.1	hypothetical protein	nutrient_limitation:12%	-0.2144	0.6066016901802	864.3	814	891	972	693	968	122.83	144.53
Rv3915	Rv3915	peptidoglycan hydrolase	PBS_RIF_DDmtb:8%	-0.1894	0.431098399752369	851.85	885	982	1092	589	758	210.14	242.79
Rv3207c	Rv3207c	hypothetical protein	ctl_stationary:7%	-0.1883	0.447177101824477	846.56	888	944	1074	605	761	419.37	483.81
MT2417	MT2417	hypothetical protein	hypoxia_late:40%; ctl_stationary:15%	-0.4182	0.983489950827419	973.37	1065	420	223	2713	1285	9.48	15.53
Rv0841	Rv0841	transmembrane protein	nutrient_limitation:24%; PBS_RIF_DDmtb:14%; ctl_stationary:12%	-0.2661	0.835727225322213	881.77	447	364	303	3640	931	19.87	27.65
moeY	Rv1355c	molybdopterin biosynthesis protein MoeY	hypoxia_late:15%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.2741	0.816468475797998	914.46	945	1031	858	574	1232	16.94	21.08
moaC3	Rv3324c	cyclic pyranopterin monophosphate synthase accessory protein	hypoxia_late:21%; human_sputum:14%; ctl_stationary:10%	-0.2364	0.76394379753716	841.5	338	387	383	3822	655	19.52	26.39
Rv2913c	Rv2913c	D-amino acid aminohydrolase	hypoxia_fatty_acids:53%; butyrate:18%	-0.1966	0.420847218507197	868.89	813	1074	1072	595	839	36.84	43.12
Rv3857c	Rv3857c	membrane protein	human_sputum:13%	-0.1984	0.492548842640003	855.13	868	952	1041	617	829	356.81	414.54
mshB	Rv1170	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase	PBS_RIF_DDmtb:13%	-0.1951	0.48548109650409	845.27	860	976	1036	565	832	59.41	69.1
Rv3751	Rv3751	integrase	hypoxia_late:25%	-0.2519	0.832023330979722	837.13	471	256	295	3627	874	23.25	31.68
Rv0316	Rv0316	muconolactone isomerase	hypoxia_late:11%; tyloxopol:10%	-0.1888	0.414743853595495	843	889	972	1085	569	750	247.43	285.59
Rv3353c	Rv3353c	hypothetical protein	hypoxia_late:20%; ctl_stationary:12%; hypoxia_hypoxic:12%	-0.3365	0.94222827074167	950.26	822	496	291	3198	875	12.62	18.71
vapB44	Rv3321c	antitoxin VapB44	INDIGO_exponential:15%; tyloxopol:12%	-0.2071	0.531541796422575	847.18	829	930	1000	607	899	170.34	199.22
lipF	Rv3487c	carboxylesterase LipF	nutrient_limitation:18%; acidic:10%; INDIGO_exponential:10%	-0.1897	0.421595219117852	834.83	867	950	1062	586	751	1096.21	1265.67
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	-0.2036	0.463071552350895	858.43	798	1020	1023	619	867	44.45	52.22
Rv3192	Rv3192	hypothetical protein	hypoxia_late:22%	-0.24	0.669655417962271	868.66	778	901	896	723	1065	34.64	41.72
gabP	Rv0522	GABA permease GabP	hypoxia_late:11%	-0.2085	0.523376437415563	848.63	954	1058	1039	526	733	61.63	72.4
Rv0326	Rv0326	hypothetical protein	hypoxia_fatty_acids:32%; hypoxia_late:15%; ctl_stationary:12%	-0.2468	0.775127070295338	835.61	359	367	344	3780	697	19.25	26.28
mapB	Rv2861c	methionine aminopeptidase	INDIGO_exponential:12%	-0.1866	0.344643415232233	842.42	871	1039	1105	566	694	380.35	438.66
moaA1	Rv3109	cyclic pyranopterin monophosphate synthase	hypoxia_late:48%; ctl_stationary:13%	-0.3089	0.801195217295618	972.34	492	571	384	3515	958	11.64	16.94
Rv3057c	Rv3057c	short chain alcohol dehydrogenase/reductase	acidic:10%	-0.1888	0.366916086265254	839.3	873	1014	1095	548	727	145.14	167.83
fadD30	Rv0404	long-chain-fatty-acid--AMP ligase FadD30	hypoxia_late:13%	-0.187	0.31521289333696	845.14	876	1091	1120	527	692	90.21	104.18
MT0910.2	MT0910.2	hypothetical protein	PBS_RIF_DDmtb:30%; hypoxia_late:27%; ctl_stationary:12%	-0.3572	0.952819034139524	942.43	838	442	257	3256	926	9.86	15.03
betP	Rv0917	glycine betaine transport integral membrane protein BetP	hypoxia_late:20%; ctl_stationary:12%	-0.2263	0.587927942869349	850.16	959	1100	996	514	752	34.96	41.7
MT3962	MT3962	hypothetical protein	hypoxia_rar:11%	-0.2937	0.902465633851276	866.64	917	750	675	761	1293	53.73	67.45
Rv0991c	Rv0991c	hypothetical protein	ctl_stationary:21%; hypoxia_fatty_acids:20%; microaerophilic:10%	-0.1989	0.45597029917932	829.51	856	923	1024	580	800	220.58	256.37
add	Rv3313c	adenosine deaminase	tyloxopol:10%	-0.1881	0.361336112887915	824.29	879	977	1059	539	723	107.47	124.27
MT2364.1	MT2364.1	hypothetical protein	ctl_stationary:8%	-0.3003	0.950119661987785	834.05	936	504	546	879	1470	24.43	31.1
Rv3137	Rv3137	histidinol-phosphatase	acidic:19%; zinc_limitation:17%; PBS_RIF_DDmtb:11%	-0.189	0.338581894066608	831.97	855	1017	1070	550	725	190.78	220.81
lipX	Rv1169c	lipase LipX	nutrient_limitation:20%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:13%	-0.3102	0.9045642460823	892.24	1031	828	685	809	1146	26.76	34.27
MT3491.1	MT3491.1	hypothetical protein	INDIGO_exponential:17%	-0.2724	0.796700519530955	862.87	452	398	312	3641	765	52.47	72.22
Rv1903	Rv1903	membrane protein	PBS_RIF_DDmtb:14%	-0.2535	0.764406206488197	830.01	902	832	790	676	965	60.47	73.82
Rv0616c	Rv0616c	hypothetical protein	ctl_stationary:14%	-0.2388	0.704892432106304	824.84	793	763	831	749	1000	76.62	92.06
Rv3201c	Rv3201c	ATP-dependent DNA helicase	hypoxia_late:26%; zinc_limitation:20%	-0.1987	0.396625293983865	834.48	933	1052	1069	512	683	44.89	52.43
MT1401	MT1401	hypothetical protein	hypoxia_late:20%; ctl_stationary:17%; PBS_RIF_DDmtb:12%	-0.3537	0.967312859686862	889.41	870	255	188	2935	1279	8.47	13.04
MT3858	MT3858	hypothetical protein	hypoxia_late:24%; ctl_stationary:10%	-0.2504	0.786107173922255	806.34	373	297	298	3825	693	29.42	40.13
Rv1729c	Rv1729c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:13%	-0.2141	0.530036432199539	828.84	875	986	984	551	791	54.81	64.74
spoU	Rv3366	tRNA/rRNA methylase SpoU	human_sputum:25%; hypoxia_late:15%	-0.241	0.750074059453356	800.42	324	332	351	3845	600	24.53	33.11
ileT	Rvnt01	tRNA-Ile	zinc_limitation:14%; human_sputum:14%	-0.2825	0.843154447511078	849.2	513	259	252	3574	980	41.08	57.18
Rv2410c	Rv2410c	hypothetical protein	zinc_limitation:8%	-0.1907	0.361559881606505	815.89	869	954	1049	538	722	137.82	159.57
cfp21	Rv1984c	cutinase	tyloxopol:9%	-0.1925	0.32464598971083	828.97	857	1032	1091	516	719	176.26	204.07
rpsR1	Rv0055	30S ribosomal protein S18	zinc_limitation:21%; hypoxia_rar:13%	-0.1888	0.335921260262543	818.39	881	980	1053	533	703	612.94	707.61
mca	Rv1082	mycothiol S-conjugate amidase	human_sputum:9%	-0.1956	0.373452274120869	821.52	833	973	1030	544	775	104.14	121.25
Rv1986	Rv1986	amino acid transporter	low_iron:31%; hypoxia_fatty_acids:10%	-0.2337	0.654238264452461	821.28	812	843	888	656	921	40.74	48.8
leuV	Rvnt20	tRNA-Leu	hypoxia_late:51%; zinc_limitation:19%	-0.5195	0.998337956640654	813.87	1220	285	130	1919	1269	4.24	8.2
Rv3284	Rv3284	hypothetical protein	human_sputum:10%	-0.1958	0.373498563613027	815.42	854	933	1045	560	730	512.82	594.57
MT0122	MT0122	phosphoheptose isomerase	butyrate_plus_glucose:9%	-0.19	0.32250292769285	814.95	872	1003	1055	515	695	95.35	110.35
Rv3090	Rv3090	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:17%; ctl_stationary:10%	-0.3441	0.914188639030776	922	1137	1018	711	590	1242	14.81	19.53
Rv3760	Rv3760	membrane protein	cholesterol:12%; hypoxia_late:11%	-0.2613	0.766643800750308	826.04	823	706	756	830	1033	54.5	66.64
vapB29	Rv0616A	antitoxin VapB29	ctl_stationary:11%	-0.231	0.61020340368735	821.83	783	788	885	705	960	103.4	122.94
Rv1465	Rv1465	nitrogen fixation related protein	zinc_limitation:22%; low_iron:21%	-0.1967	0.373884936928865	806.66	841	926	1028	553	729	296.93	344.71
cyp144	Rv1777	cytochrome P450 Cyp144	hypoxia_late:20%; ctl_stationary:14%; PBS_RIF_DDmtb:13%	-0.2862	0.708390695537828	910.12	547	614	411	3621	494	12.09	17.19
ugpA	Rv2835c	sn-glycerol-3-phosphate ABC transporter permease UgpA	PBS_RIF_DDmtb:35%; hypoxia_late:15%	-0.2635	0.73752130001887	835.57	886	932	850	635	893	21.96	27.04
Rv2804c	Rv2804c	hypothetical protein	hypoxia_late:36%	-0.2186	0.533317661313439	806.84	769	818	907	644	912	53.29	63.23
rpsN2	Rv2056c	30S ribosomal protein S14	zinc_limitation:40%; human_sputum:27%	-0.2882	0.890446680489778	813.15	921	683	664	712	1132	27.01	33.88
Rv1404	Rv1404	transcriptional regulator	nutrient_limitation:14%	-0.1964	0.320904601808014	818.96	847	1004	1067	531	707	353.42	410.34
Rv3268	Rv3268	hypothetical protein	high_iron:10%	-0.2085	0.412256615626002	819.42	834	893	1019	594	788	291.74	341.2
cyp132	Rv1394c	cytochrome P450 Cyp132	PBS_RIF_DDmtb:16%; nutrient_limitation:10%	-0.2098	0.44520033680734	807.22	861	958	1009	518	742	47.85	56.28
Rv2806	Rv2806	membrane protein	hypoxia_late:16%; ctl_stationary:11%	-0.261	0.776841004995978	800.77	756	615	692	773	1231	46.17	56.45
MT0903	MT0903	hypothetical protein	hypoxia_late:16%; ctl_stationary:10%	-0.2498	0.664817541340811	821.9	795	847	844	703	929	35.85	43.6
MT0325	MT0325	hypothetical protein	tyloxopol:14%; hypoxia_late:12%	-0.3175	0.919764310522782	844.19	679	182	197	3083	1308	17.69	25.66
MT2038	MT2038	hypothetical protein	ctl_stationary:10%	-0.2315	0.613921469249784	800.59	773	727	857	697	963	106.04	126.35
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	-0.2124	0.470185982769012	802.96	804	864	949	588	834	180.12	211.74
Rv2369c	Rv2369c	hypothetical protein	acidic_tyloxopol:18%; butyrate:12%	-0.2419	0.634121556337444	808.57	748	754	833	733	988	60.45	72.69
fadE31	Rv3562	acyl-CoA dehydrogenase FadE31	hypoxia_late:24%; human_sputum:21%	-0.2159	0.424036299409046	820.79	777	993	997	556	824	34.96	41.36
Rv2811	Rv2811	hypothetical protein	hypoxia_late:57%	-0.3526	0.966492903533451	842	1277	907	616	546	964	11.33	15.14
mmpS2	Rv0506	membrane protein MmpS2	tyloxopol:10%	-0.2001	0.370300770717995	790.42	831	904	993	529	738	170.14	198.28
Rv0488	Rv0488	amino acid transporter	hypoxia_late:21%; ctl_stationary:17%	-0.4028	0.854910499007652	985.96	752	604	233	3392	992	14.34	22.38
vapC16	Rv2231A	ribonuclease VapC16	ctl_stationary:14%; hypoxia_late:14%	-0.2741	0.779801315351071	822.99	811	782	720	752	1072	31.35	39.03
ftsH	Rv3610c	zinc metalloprotease FtsH	microaerophilic:18%; PBS_RIF_DDmtb:10%	-0.1978	0.346199101963306	788.35	837	887	1011	545	704	286.11	332.3
Rv1518	Rv1518	hypothetical protein	hypoxia_late:27%; ctl_stationary:12%; human_sputum:10%	-0.3012	0.75052842199436	899.23	536	544	371	3488	632	9.44	13.69
Rv2067c	Rv2067c	hypothetical protein	tyloxopol:11%	-0.1938	0.287048139023424	798.01	848	995	1060	480	682	97.97	113.62
Rv1936	Rv1936	monooxygenase	microaerophilic:17%; hypoxia_late:13%; PBS_RIF_DDmtb:12%; hypoxia_fatty_acids:11%	-0.2547	0.642067311316928	827.67	320	505	404	3735	496	13.96	19.21
Rv2751	Rv2751	hypothetical protein	butyrate_plus_glucose:8%	-0.1956	0.316392395332691	786.9	846	922	1013	509	698	126.62	147.05
Rv0012	Rv0012	membrane protein	INDIGO_exponential:7%	-0.1935	0.265297137106685	793.37	840	994	1050	483	673	182.27	211.4
idsB	Rv3383c	polyprenyl synthetase IdsB	hypoxia_late:13%	-0.2079	0.325821170688307	811.17	799	1045	1035	501	743	65.26	76.55
Rv2407	Rv2407	ribonuclease Z	hypoxia_late:29%; PBS_RIF_DDmtb:13%; ctl_stationary:12%; human_sputum:11%	-0.3323	0.932097037683052	831.23	1173	896	608	640	901	15.88	20.79
moaD1	Rv3112	molybdenum cofactor biosynthesis protein MoaD	hypoxia_late:56%; ctl_stationary:13%	-0.3405	0.945207037731092	832.61	1090	838	575	573	1183	19.77	25.98
Rv1290A	Rv1290A	hypothetical protein	hypoxia_late:26%; human_sputum:13%	-0.366	0.975617144804708	822.32	1263	857	525	561	1022	17.49	23.48
MT2601.1	MT2601.1	hypothetical protein	hypoxia_late:19%; ctl_stationary:11%	-0.2505	0.654662554263932	796.45	707	728	773	736	1063	43.35	52.71
MT2501	MT2501	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:25%	-0.3637	0.929941625783761	877.29	758	369	241	3071	925	10.78	16.43
Rv0064	Rv0064	transmembrane protein	microaerophilic:23%	-0.1942	0.235768577470027	796.28	836	1024	1086	479	642	67.9	78.86
Rv2307A	Rv2307A	hypothetical protein	hypoxia_late:17%; human_sputum:13%	-0.4406	0.887454483110034	964.53	950	624	293	3049	737	19.55	31.64
Rv2998A	Rv2998A	conserved hypothetical protein	hypoxia_late:45%	-0.2774	0.774531584857003	801.71	354	312	301	3630	756	30.15	41.79
Rv1670	Rv1670	hypothetical protein	cholesterol:14%; ctl_stationary:10%; hypoxia_fatty_acids:10%	-0.2433	0.602047862294294	787.57	692	696	779	742	1055	57.5	69.62
Rv1498A	Rv1498A	hypothetical protein	zinc_limitation:12%; ctl_stationary:12%	-0.2451	0.609167622266977	788.03	736	726	803	721	967	94.86	114.29
Rv0385	Rv0385	monooxygenase	hypoxia_late:15%; ctl_stationary:10%	-0.2283	0.455068399106117	801.9	735	946	937	578	845	27.74	33.2
relK	Rv3358	toxin RelK	hypoxia_late:32%; ctl_stationary:11%	-0.2967	0.854200979619753	801.39	895	732	655	686	1075	38.87	49
Rv1574	Rv1574	phage protein	microaerophilic:16%; hypoxia_late:12%; PBS_RIF_DDmtb:12%; ctl_stationary:11%	-0.3257	0.902337658150523	825.95	1008	874	635	582	1093	21.47	27.78
hisC1	Rv1600	histidinol-phosphate aminotransferase	microaerophilic:24%	-0.1977	0.259792014321755	780.26	832	948	1026	496	662	152.36	177.17
mbtJ	Rv2385	acetyl hydrolase	low_iron:29%; human_sputum:14%; hypoxia_late:13%	-0.2549	0.655822742523082	782.55	277	409	355	3850	489	17.46	24.02
Rv0345	Rv0345	hypothetical protein	butyrate_plus_glucose:10%	-0.2207	0.455464609123391	769.53	760	803	892	571	843	94.04	111.36
Rv1035c	Rv1035c	transposase	hypoxia_late:60%	-0.2631	0.730182495898338	764.12	264	326	299	3890	588	16.4	22.85
MT2401.2	MT2401.2	hypothetical protein	human_sputum:16%	-0.269	0.701184182495493	797.29	747	689	693	797	1092	73.02	90.18
Rv1533	Rv1533	monooxygenase	hypoxia_fatty_acids:17%; nutrient_limitation:12%	-0.214	0.346857687096708	781.93	808	879	989	540	732	160.93	189.05
MT0868	MT0868	hypothetical protein	hypoxia_late:20%; microaerophilic:13%	-0.2861	0.810845830063733	781.66	395	230	234	3663	837	43.61	60.89
Rv3779	Rv3779	transmembrane protein	hypoxia_late:12%	-0.2006	0.241926922222737	777.65	816	985	1022	472	665	67.98	79.38
cyp135A1	Rv0327c	cytochrome P450 Cyp135A1	hypoxia_fatty_acids:39%; hypoxia_late:16%	-0.3499	0.894889637590742	855.1	1077	916	643	543	1188	13.15	17.43
Rv0324	Rv0324	transcriptional regulator	hypoxia_fatty_acids:20%; hypoxia_late:16%; ctl_stationary:12%	-0.2455	0.522485801206467	801.34	749	925	893	596	868	35.46	42.84
Rv0607	Rv0607	hypothetical protein	zinc_limitation:13%; hypoxia_late:12%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.2636	0.705377598829255	767.46	290	341	323	3794	550	29.28	40.16
pdxH	Rv2607	pyridoxine/pyridoxamine 5'-phosphate oxidase	hypoxia_late:24%; ctl_stationary:10%	-0.259	0.681907092978666	758.77	271	370	318	3929	463	25.22	34.69
Rv1501	Rv1501	hypothetical protein	human_sputum:11%	-0.2209	0.40069103050092	775.83	824	936	941	507	717	85.14	100.95
Rv0106	Rv0106	hypothetical protein	zinc_limitation:74%	-0.2432	0.633970655068262	743.36	258	358	367	4002	358	22.95	30.92
Rv1922	Rv1922	lipoprotein	hypoxia_late:16%; ctl_stationary:12%	-0.2216	0.376283872693992	781.92	746	951	964	505	792	36.09	42.87
fdxA	Rv2007c	ferredoxin	hypoxia_hypoxic:16%; ctl_stationary:15%	-0.218	0.332294890128339	784.62	817	1019	981	495	675	355.42	419.55
vapB35	Rv1962A	antitoxin VapB35	PBS_RIF_DDmtb:9%	-0.2477	0.67197726192997	732.01	288	304	310	3993	403	77.63	104.35
malQ	Rv1781c	4-alpha-glucanotransferase	hypoxia_late:14%	-0.2023	0.249998314778225	764.27	827	941	1008	456	660	61.63	71.99
Rv2478c	Rv2478c	hypothetical protein	hypoxia_late:28%; hypoxia_rar:12%	-0.2681	0.737365557779409	750.61	315	269	285	3823	582	19.31	26.75
vapC17	Rv2527	ribonuclease VapC17	human_sputum:18%; hypoxia_late:10%	-0.2321	0.488879556068305	761.51	797	826	867	541	801	110.44	132.17
Rv0961	Rv0961	integral membrane protein	INDIGO_exponential:11%	-0.2268	0.411600072649878	773.51	744	876	915	552	809	111.31	132.26
nirD	Rv0253	nitrite reductase small subunit NirD	nutrient_limitation:19%; hypoxia_late:11%	-0.2544	0.600527352833406	771.86	690	729	785	668	1010	42.34	51.44
rpmB1	Rv0105c	50S ribosomal protein L28	hypoxia_late:44%; ctl_stationary:14%	-0.6805	0.965316049311999	870.58	1316	711	277	1062	1250	3.31	8.16
MT3532.1	MT3532.1	hypothetical protein	hypoxia_late:20%; PBS_RIF_DDmtb:13%; human_sputum:13%; ctl_stationary:10%	-0.4109	0.960054093135737	841.85	830	267	166	2940	1077	6.62	10.89
Rv0275c	Rv0275c	transcriptional regulator	hypoxia_fatty_acids:15%	-0.2012	0.247879615697888	753.71	825	882	987	489	641	248.33	289.22
lppM	Rv2171	lipoprotein LppM	PBS_RIF_DDmtb:11%	-0.2063	0.270139654375763	758.29	810	902	995	462	684	137.5	160.75
Rv0181c	Rv0181c	hypothetical protein	zinc_limitation:14%	-0.2119	0.325740788065552	758.15	776	880	943	502	731	79.35	93.42
Rv2699c	Rv2699c	hypothetical protein	ctl_stationary:15%; hypoxia_fatty_acids:14%	-0.2265	0.374386917431027	773.89	775	866	932	558	766	204.61	242.58
relJ	Rv3357	antitoxin RelJ	hypoxia_late:28%; ctl_stationary:13%	-0.3076	0.873428781847092	758.62	877	616	590	702	1056	28.35	36.11
