GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_noDrug	Rv0827c_DMSO_noDrug
csm6	Rv2818c	CRISPR-associated protein Csm6	hypoxia_late:13%	-0.2172	0.144813308027183	479.09	385	469	451	666	446	43.52	51.69
Rv2237A	Rv2237A	hypothetical protein	acidic_tyloxopol:10%	-0.205	0.0928171086581018	483.54	431	573	551	576	316	453.75	530.21
Rv1889c	Rv1889c	conserved hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_late:12%	-0.2612	0.324581381360905	491.11	311	340	386	864	660	35.78	43.83
MT0910.4	MT0910.4	hypothetical protein	PBS_RIF_DDmtb:27%; hypoxia_late:23%; ctl_stationary:14%	-0.5549	0.767350948696959	458.97	578	76	182	819	1040	4.23	7.35
MT3437.1	MT3437.1	hypothetical protein	hypoxia_late:32%; ctl_stationary:11%	-0.3897	0.503998240250495	528.48	381	315	438	768	843	5.28	7.49
MT3718.2	MT3718.2	hypothetical protein	hypoxia_late:30%; ctl_stationary:22%; PBS_RIF_DDmtb:14%	-0.8382	0.747505250792731	497.46	771	143	433	439	902	1.44	4.82
MT3952	MT3952	hypothetical protein	hypoxia_late:22%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.3204	0.57671624515391	447.33	388	152	158	944	926	37.45	47.82
Rv2426c	Rv2426c	hypothetical protein	hypoxia_late:12%	-0.1936	0.0716460106582521	455.66	496	542	414	529	318	136.18	157.99
Rv1735c	Rv1735c	membrane protein	nutrient_limitation:62%; ctl_stationary:19%	-0.418	0.491994230293062	538.04	545	443	677	575	466	10.17	14.15
Rv3471c	Rv3471c	hypothetical protein	hypoxia_late:30%; ctl_stationary:17%; PBS_RIF_DDmtb:13%	-0.3719	0.474161964051628	520.79	406	314	550	660	734	6.95	9.48
pnp	Rv0535	S-methyl-5'-thioadenosine phosphorylase	hypoxia_late:23%	-0.2379	0.212541645881968	470.3	350	415	416	667	535	28.2	33.92
Rv2228c	Rv2228c	multifunctional RNASE H/alpha-ribazole phosphatase/acid phosphatase	hypoxia_late:15%	-0.1955	0.0611270201451834	463.45	477	578	483	548	268	161.14	187.19
MT2547.2	MT2547.2	hypothetical protein	acidic_tyloxopol:22%	-0.3115	0.564856060370174	437.34	382	158	132	971	888	28.98	36.95
Rv3638	Rv3638	transposase	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:15%	-0.4407	0.463605774335582	548.05	647	428	833	476	410	6.03	8.67
Rv0023	Rv0023	transcriptional regulator	hypoxia_late:14%	-0.2044	0.117473864142412	440.63	429	464	317	592	423	78.71	92.35
Rv1879	Rv1879	hypothetical protein	acidic_tyloxopol:10%	-0.1969	0.0719244278638405	454.39	480	560	432	509	312	85.42	99.33
ephG	Rv2740	epoxide hydrolase	hypoxia_late:8%	-0.2215	0.166144258611901	451.7	374	381	344	694	507	88.92	105.91
Rv0699	Rv0699	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.4487	0.623026149959389	481.57	500	180	331	702	856	8.41	12.11
Rv2300c	Rv2300c	metallo-hydrolase	hypoxia_late:15%	-0.2188	0.133904488152439	462.74	407	511	456	544	404	44.74	52.88
lipO	Rv1426c	esterase LipO	hypoxia_late:13%	-0.1892	0.0520028049159193	445.06	502	554	353	537	309	137.13	158.9
fadD1	Rv1750c	fatty-acid--CoA ligase FadD1	hypoxia_late:13%	-0.2171	0.110988630824165	468.96	397	571	507	536	353	31.83	37.64
mog	Rv0865	molybdopterin biosynthesis protein	microaerophilic:32%	-0.1973	0.0565088641370448	458.98	474	581	486	506	279	280.66	325.99
Rv1322A	Rv1322A	hypothetical protein	human_sputum:11%; INDIGO_exponential:10%	-0.1917	0.035833369243976	455.59	495	566	496	518	245	2808.33	3250.24
Rv1732c	Rv1732c	hypothetical protein	butyrate:10%	-0.2057	0.0891576750539626	442.2	426	466	415	572	347	169.98	199.44
Rv3740c	Rv3740c	diacyglycerol O-acyltransferase	nutrient_limitation:42%; PBS_RIF_DDmtb:29%	-0.1989	0.086076399415729	426.14	451	502	288	540	375	52.48	61.32
MT1838.1	MT1838.1	hypothetical protein	hypoxia_late:17%	-0.2834	0.369761170096897	463.59	314	260	297	865	738	28.45	35.55
MT0806	MT0806	hypothetical protein	hypoxia_late:38%; human_sputum:15%	-0.262	0.302474141012413	446.9	296	289	278	823	683	25.42	31.28
Rv1572c	Rv1572c	conserved hypothetical protein	hypoxia_late:27%	-0.3079	0.530355043695096	415.5	372	133	100	986	882	48.22	61.34
MT1602	MT1602	hypothetical protein	cholesterol:23%; hypoxia_late:14%; acidic_tyloxopol:14%	-0.3183	0.384451895598087	494.69	373	322	469	756	615	30.79	39.33
lppE	Rv1881c	lipoprotein LppE	tyloxopol:10%	-0.2017	0.065035272724506	441.55	438	510	462	521	297	268.97	313.63
Rv1669	Rv1669	hypothetical protein	hypoxia_late:35%; ctl_stationary:13%; human_sputum:11%	-0.4965	0.602822354066348	469.89	588	215	422	485	724	4.52	6.96
Rv0826	Rv0826	hypothetical protein	hypoxia_fatty_acids:27%; human_sputum:21%	-0.2802	0.297981056360895	481.14	535	456	633	494	317	21.58	26.72
Rv2038c	Rv2038c	sugar ABC transporter ATP-binding protein	hypoxia_late:15%; ctl_stationary:12%; human_sputum:10%	-0.2534	0.187637966581336	476.52	309	462	545	687	421	23.96	29.17
Rv2648	Rv2648	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.2642	0.289366293434342	437.58	320	303	275	725	665	36.26	44.36
MT2370.2	MT2370.2	hypothetical protein	hypoxia_late:31%; ctl_stationary:15%; PBS_RIF_DDmtb:10%	-0.491	0.541908449379162	483.7	463	237	443	629	725	12.77	18.79
MT1071	MT1071	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	-0.2813	0.390267460146187	429.41	304	199	193	902	792	26.75	33.52
Rv0697	Rv0697	dehydrogenase	acidic:18%; hypoxia_late:11%	-0.2053	0.0720967711179862	421.98	428	490	364	524	321	54.74	64.22
sugC	Rv1238	sugar ABC transporter ATP-binding protein SugC	PBS_RIF_DDmtb:9%	-0.2051	0.0501736469680719	440.1	425	536	490	520	262	130.53	152.77
Rv2354	Rv2354	transposase	hypoxia_late:33%; ctl_stationary:17%	-0.2694	0.262990447926591	442.51	315	333	340	670	618	36.14	44.29
Rv1836c	Rv1836c	hypothetical protein	high_iron:8%	-0.1873	0.0167499329022633	430.76	509	586	379	499	231	512.09	591.27
Rv2522c	Rv2522c	hypothetical protein	hypoxia_late:12%	-0.1963	0.0329595216510313	428.56	472	557	417	486	247	117.64	136.69
vapB18	Rv2545	antitoxin VapB18	hypoxia_late:33%; PBS_RIF_DDmtb:16%	-0.3904	0.455970901601772	467.26	323	227	362	772	797	10.82	14.86
Rv1520	Rv1520	sugar transferase	human_sputum:12%; hypoxia_late:11%	-0.2392	0.141002674095582	441.92	353	451	467	517	430	24.45	29.38
MT3412	MT3412	hypothetical protein	INDIGO_exponential:12%; nutrient_limitation:11%; acidic_tyloxopol:11%	-0.276	0.322424877941067	430.79	292	242	254	827	699	61.95	76.51
MT1775	MT1775	hypothetical protein	nutrient_limitation:42%; cholesterol:23%	-0.2214	0.0616338365700535	450.99	367	540	601	546	253	425.31	502.38
Rv2683	Rv2683	hypothetical protein	zinc_limitation:10%	-0.2451	0.183505386450866	425.19	299	347	334	707	498	52.76	63.99
lipZ	Rv1834	hydrolase	PBS_RIF_DDmtb:22%; ctl_stationary:15%; hypoxia_late:13%	-0.2396	0.154443491935696	425.42	346	394	393	560	449	27.75	33.36
Rv0647c	Rv0647c	hypothetical protein	hypoxia_rar:11%	-0.1915	0.0258682981479528	408.2	486	534	311	497	254	147.05	170.54
murE	Rv2158c	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	microaerophilic:26%; cholesterol:14%	-0.1993	0.0208009013960816	434.67	446	588	501	498	201	481.11	559.9
fadD18	Rv3513c	fatty-acid--CoA ligase FadD18	hypoxia_fatty_acids:28%; ctl_stationary:16%; hypoxia_late:16%	-0.2548	0.204585852411761	421.97	308	359	352	579	547	23.97	29.18
Rv0795	Rv0795	transposase	hypoxia_late:33%; ctl_stationary:17%	-0.2695	0.259801685663509	419.36	300	304	283	683	609	36.13	44.3
tcrY	Rv3764c	two component sensor kinase TcrY	acidic_tyloxopol:9%	-0.2066	0.0302595279722251	431.99	422	556	506	505	220	369.13	431.92
Rv2840c	Rv2840c	hypothetical protein	human_sputum:18%; ctl_exponential:11%	-0.1962	0.0201787779232831	414.49	458	524	418	491	222	1699.73	1974.7
Rv3184	Rv3184	transposase	hypoxia_late:33%; ctl_stationary:16%	-0.2707	0.255058222044168	419.06	295	300	292	659	630	35.92	44.11
MT1321	MT1321	hypothetical protein	hypoxia_late:24%; ctl_stationary:21%	-0.8327	0.731311807672156	381.85	688	26	130	604	924	1.15	4.2
MT2326	MT2326	hypothetical protein	hypoxia_late:11%	-0.3245	0.450385110992589	394.88	306	139	124	875	862	52.25	67.34
rslA	Rv0736	anti-sigma-L factor RslA	hypoxia_late:21%; PBS_RIF_DDmtb:20%; nutrient_limitation:16%	-0.2351	0.112426766943424	410.41	348	408	399	508	397	42.99	51.4
pdxH	Rv2607	pyridoxine/pyridoxamine 5'-phosphate oxidase	hypoxia_late:24%; ctl_stationary:10%	-0.3019	0.262578813844316	447.74	390	375	577	531	385	20.05	25.22
Rv2709	Rv2709	transmembrane protein	PBS_RIF_DDmtb:8%	-0.212	0.0526202596279355	402.35	416	437	408	496	273	248.9	292.44
Rv2272	Rv2272	transmembrane protein	tyloxopol:12%; high_iron:11%	-0.2214	0.0844600451514414	398.53	364	385	357	538	362	153.69	182.26
PPE45	Rv2892c	PPE family protein PPE45	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	-0.2383	0.113485129514102	412	316	430	410	541	379	26.04	31.33
Rv2105	Rv2105	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.2731	0.246596472459753	414.77	286	308	315	665	568	36.18	44.45
Rv1668c	Rv1668c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	-0.2115	0.0547717040885879	391.38	414	455	343	473	288	67.94	79.9
Rv1763	Rv1763	transposase	hypoxia_late:34%; ctl_stationary:17%	-0.2721	0.248874823477203	407.86	281	294	267	664	623	36	44.27
rsfA	Rv1365c	anti-sigma-F factor antagonist RsfA	acidic_tyloxopol:12%; butyrate:12%	-0.234	0.109296607337063	396.77	332	368	368	534	396	93.8	111.96
Rv0459	Rv0459	hypothetical protein	acidic:14%; cholesterol:13%	-0.2289	0.0765101438136757	413.49	331	449	472	547	295	144.93	172.56
atpC	Rv1311	ATP synthase subunit epsilon	ctl_exponential:15%; INDIGO_exponential:12%	-0.192	0.0099516389559018	405.79	482	546	387	469	198	1651.97	1912.6
Rv3747	Rv3747	hypothetical protein	ctl_exponential:16%	-0.206	0.0306586311316324	397.42	420	477	382	489	246	417.33	488.7
Rv0194	Rv0194	multidrug ABC transporter ATPase/permease	hypoxia_late:28%; ctl_stationary:14%; human_sputum:14%	-0.2567	0.108935345863999	445.9	439	565	686	417	203	11.78	14.45
Rv1893	Rv1893	hypothetical protein	acidic_tyloxopol:15%	-0.2943	0.209254827562891	449.26	270	341	552	795	376	141.44	176.72
Rv2216	Rv2216	epimerase family protein	zinc_limitation:8%	-0.191	0.00845082028297066	397.51	489	574	330	471	189	530.18	613.47
Rv3186	Rv3186	transposase	hypoxia_late:33%; ctl_stationary:17%	-0.274	0.240606205163577	402.14	279	292	282	649	586	36.06	44.36
Rv0759c	Rv0759c	hypothetical protein	acidic_tyloxopol:11%	-0.2113	0.0439248060061782	384.24	410	458	310	481	283	273.41	321.08
MT2325	MT2325	hypothetical protein	hypoxia_fatty_acids:13%	-0.305	0.342501186363694	392.62	278	176	176	855	709	57.91	73.27
ahpE	Rv2238c	peroxiredoxin	INDIGO_exponential:13%; high_iron:12%	-0.1982	0.0169447437224105	387.35	456	501	333	456	227	473.83	551.02
Rv3566A	Rv3566A	hypothetical protein	hypoxia_fatty_acids:12%	-0.2441	0.166255027519516	373.05	319	273	200	635	522	85.29	102.84
Rv0485	Rv0485	transcriptional regulator	microaerophilic:20%; low_iron:11%	-0.2002	0.0174159980940676	383.9	430	493	323	482	228	217.04	253.3
Rv2271	Rv2271	hypothetical protein	human_sputum:17%; ctl_exponential:16%; hypoxia_rar:10%	-0.2737	0.179545919187406	419.85	298	342	446	679	381	108.21	133.47
MT2721	MT2721	hypothetical protein	hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:11%	-0.2766	0.243747355603703	392.19	269	279	252	625	627	25.29	31.28
Rv2506	Rv2506	TetR family transcriptional regulator	hypoxia_late:11%	-0.2407	0.111467224469617	384.49	321	356	348	512	399	44.9	53.9
Rv1730c	Rv1730c	penicillin-binding protein	human_sputum:14%; hypoxia_late:11%	-0.2381	0.0769236457296904	402.1	312	450	491	510	277	31.97	38.43
Rv2700	Rv2700	hypothetical protein	tyloxopol:10%	-0.2159	0.0380690850445761	382.06	389	461	372	445	261	126.68	149.2
hisT	Rvnt29	tRNA-His	hypoxia_late:17%; butyrate:11%	-0.6465	0.633406649870665	359.77	444	27	117	735	939	7.97	14.08
cyp143	Rv1785c	cytochrome P450 Cyp143	acidic_tyloxopol:8%	-0.2123	0.0444543002719745	365.13	394	445	258	460	292	58.34	68.69
Rv2644c	Rv2644c	hypothetical protein	PBS_RIF_DDmtb:11%	-0.2807	0.258102465094174	380.73	271	240	198	671	657	31.1	38.54
MT3275.1	MT3275.1	hypothetical protein	hypoxia_late:25%; ctl_stationary:18%	-0.2691	0.135189914665021	417.63	411	470	559	425	255	20.33	24.99
dppC	Rv3664c	dipeptide ABC transporter permease DppC	hypoxia_late:23%	-0.2615	0.169040685377804	381.65	246	291	296	668	479	26.01	32.1
MT2138.1	MT2138.1	hypothetical protein	hypoxia_late:27%; PBS_RIF_DDmtb:17%; ctl_stationary:14%	-0.4535	0.469821144589315	390.28	391	145	229	611	735	16.04	22.72
ctaB	Rv1451	protoheme IX farnesyltransferase	INDIGO_exponential:9%	-0.1975	0.0116367679971808	381.31	449	513	335	462	196	356.17	414.15
metC	Rv3340	O-acetylhomoserine sulfhydrylase	acidic_tyloxopol:22%; hypoxia_hypoxic:13%	-0.2222	0.0514015127077094	375.37	356	417	363	470	284	46.25	54.93
PPE61	Rv3532	PPE family protein PPE61	hypoxia_late:29%	-0.2959	0.174405885271123	430.91	327	459	555	504	334	12.74	16.06
Rv1509	Rv1509	hypothetical protein	hypoxia_late:20%; human_sputum:15%	-0.2285	0.084618823646434	360.54	345	358	227	519	384	43.37	51.77
Rv1999c	Rv1999c	transporter	hypoxia_late:36%; ctl_stationary:14%	-0.4117	0.246224398985303	471.48	419	447	737	507	299	5	7.09
Rv2473	Rv2473	hypothetical protein	acidic_tyloxopol:10%	-0.2404	0.0933498737286825	381.35	310	357	365	533	359	51.07	61.38
fadD28	Rv2941	long-chain-fatty-acid--AMP ligase FadD28	tyloxopol:9%	-0.1974	0.009693033258621	379.36	453	495	361	447	188	742.64	863.2
serA2	Rv0728c	D-3-phosphoglycerate dehydrogenase SerA	hypoxia_late:24%; PBS_RIF_DDmtb:14%; ctl_stationary:11%	-0.2492	0.141371366228526	362.29	285	311	226	582	462	20.21	24.6
Rv1667c	Rv1667c	macrolide-transport ATP-binding protein ABC transporter	hypoxia_late:19%	-0.2634	0.118388376053658	395.59	366	395	492	452	289	46.76	56.9
MT2958.1	MT2958.1	hypothetical protein	hypoxia_late:44%	-0.3137	0.32482860905459	374.09	245	174	157	776	755	9.15	11.94
fadD12	Rv1427c	long-chain-fatty-acid--CoA ligase FadD12	hypoxia_late:12%; high_iron:10%	-0.1995	0.0131957484424557	368.36	433	486	301	448	213	136.5	159.08
Rv1288	Rv1288	hypothetical protein	acidic_tyloxopol:12%; hypoxia_late:12%	-0.2672	0.111955603102913	413.21	256	476	558	562	272	26.67	32.76
Rv2261c	Rv2261c	conserved hypothetical protein	hypoxia_late:15%; human_sputum:12%	-0.2663	0.149674958413114	382.24	251	301	349	642	422	60.28	74.14
clpP1	Rv2461c	ATP-dependent CLP protease proteolytic subunit 1	zinc_limitation:10%	-0.1958	0.00787942452699864	368.47	465	508	298	443	184	803.12	932.59
Rv3178	Rv3178	nitroreductase	hypoxia_late:31%; ctl_stationary:13%	-0.4736	0.431507183603183	388.56	368	146	294	584	675	5.94	8.91
Rv1515c	Rv1515c	hypothetical protein	hypoxia_late:16%	-0.2321	0.0538191004182205	371.74	324	406	413	457	274	61.87	73.78
cobK	Rv2070c	precorrin-6A reductase	tyloxopol:14%; hypoxia_late:11%	-0.2226	0.0521093687658008	359.07	349	366	289	501	308	96.71	115.02
dxs2	Rv3379c	1-deoxy-D-xylulose 5-phosphate synthase	hypoxia_late:32%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.2875	0.141355266283609	421.64	254	491	570	514	325	10.81	13.59
Rv2655c	Rv2655c	prophage protein	hypoxia_late:12%; hypoxia_hypoxic:11%	-0.2202	0.0501610926551088	346.37	370	389	236	450	307	37.31	44.27
MT2586.1	MT2586.1	hypothetical protein	hypoxia_late:15%	-0.306	0.258900312939114	373	233	187	260	761	572	23.65	30.15
Rv1069c	Rv1069c	hypothetical protein	hypoxia_late:12%	-0.2094	0.015881460762188	372.19	400	457	375	458	205	138.58	162.71
Rv0574c	Rv0574c	hypothetical protein	ctl_stationary:16%; hypoxia_late:15%	-0.258	0.0987633893512492	382.01	282	403	439	455	345	22.19	27.06
PPE48	Rv3022c	PPE family protein	hypoxia_late:48%; ctl_stationary:10%	-0.4364	0.41478843468374	376.86	284	121	195	711	817	8.54	12.22
nuoE	Rv3149	NADH-quinone oxidoreductase subunit E	high_iron:15%; butyrate_plus_glucose:12%	-0.2018	0.0079044789597487	359.64	424	492	332	429	172	653.96	762.79
secE2	Rv0379	protein translocase subunit SecE	tyloxopol:16%; acidic_tyloxopol:11%; butyrate_plus_glucose:10%	-0.2138	0.0151882367304624	359.73	378	442	367	435	206	828.43	974.53
Rv1513	Rv1513	hypothetical protein	hypoxia_late:11%	-0.2219	0.0253977616959925	359.4	361	407	390	434	226	150.78	178.43
Rv2472	Rv2472	hypothetical protein	acidic_tyloxopol:13%; human_sputum:10%	-0.2842	0.194331044187041	364.73	221	233	265	708	505	54.31	68.02
obg	Rv2440c	GTPase Obg	PBS_RIF_DDmtb:14%; acidic:10%	-0.2058	0.0101216216437471	358.57	408	474	339	436	180	218.04	255.19
PPE46	Rv3018c	PPE family protein PPE46	hypoxia_late:46%	-0.3378	0.167976069906053	425.18	399	440	641	478	224	14.79	19.21
adhB	Rv0761c	alcohol dehydrogenase B	ctl_exponential:11%	-0.1977	0.00465804345954775	354.48	442	512	307	416	158	682.06	792.91
Rv2387	Rv2387	hypothetical protein	human_sputum:11%	-0.238	0.0407450740384917	364.26	294	396	466	475	225	72.89	87.39
Rv1936	Rv1936	monooxygenase	microaerophilic:17%; hypoxia_late:13%; PBS_RIF_DDmtb:12%; hypoxia_fatty_acids:11%	-0.2858	0.190786430090954	359.59	216	282	272	628	474	11.04	13.96
Rv0755A	Rv0755A	transposase	acidic_tyloxopol:14%; human_sputum:11%; acidic:10%	-0.2696	0.113455505922264	367.77	244	336	420	492	371	133	162.32
MT3207	MT3207	hypothetical protein	hypoxia_late:42%; ctl_stationary:13%; microaerophilic:12%; PBS_RIF_DDmtb:11%	-0.7502	0.594460123850338	315.24	440	8	63	699	936	2.21	5.67
rpsL	Rv0682	30S ribosomal protein S12	ctl_stationary:11%; acidic:11%	-0.2147	0.0118956055559689	349.77	384	422	378	427	176	2265.39	2665.06
Rv1680	Rv1680	hypothetical protein	hypoxia_late:11%	-0.2191	0.0241058695772781	335.16	371	397	264	413	249	101.58	120
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	-0.4739	0.34893884639101	380.73	260	123	314	749	638	15.1	22.38
MT0973	MT0973	hypothetical protein	hypoxia_late:32%; ctl_stationary:14%	-0.4606	0.395365222252262	351.75	248	98	175	764	743	7.62	11.37
Rv2402	Rv2402	trehalase	hypoxia_late:9%	-0.2103	0.0123128914281936	341.52	386	439	305	398	207	86.02	101.12
uspB	Rv2317	sugar ABC transporter permease UspB	hypoxia_late:37%; ctl_stationary:16%; PBS_RIF_DDmtb:11%	-0.4147	0.226945402135263	402.54	412	344	542	401	330	7.25	10.13
MT0025	MT0025	hypothetical protein	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:17%	-0.4217	0.38980852027421	342.95	274	102	113	743	787	7.61	10.89
proB	Rv2439c	glutamate 5-kinase protein	hypoxia_late:18%	-0.2171	0.0122192334689091	345.38	365	446	389	399	169	175.76	207.2
MT3615.4	MT3615.4	hypothetical protein	hypoxia_fatty_acids:39%	-0.3132	0.214902560943356	356.12	215	211	266	672	526	48.28	61.36
Rv0966c	Rv0966c	hypothetical protein	tyloxopol:9%	-0.2244	0.0171650972350944	345.62	340	426	409	389	194	200.44	237.35
Rv2952	Rv2952	phthiotriol/phenolphthiotriol dimycocerosates methyltransferase	tyloxopol:13%; ctl_exponential:10%	-0.226	0.024293020328861	339.53	322	373	326	459	237	155.66	185.43
Rv1580c	Rv1580c	phage protein	hypoxia_late:11%	-0.2776	0.159699547868237	343.93	217	251	277	588	452	63.92	78.98
menD	Rv0555	bifunctional 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	hypoxia_late:10%	-0.2101	0.0084109641867342	343.61	395	444	350	409	164	325.23	381.58
whiB5	Rv0022c	transcriptional regulator WhiB5	hypoxia_late:32%; ctl_stationary:18%; PBS_RIF_DDmtb:16%	-0.4005	0.328709134280809	345.78	235	125	161	720	726	6.92	9.75
Rv2306B	Rv2306B	conserved membrane protein	hypoxia_late:18%	-0.2683	0.127731936801657	338.5	230	261	273	570	411	51.2	62.94
MT0392	MT0392	hypothetical protein	hypoxia_late:19%; tyloxopol:12%	-0.2246	0.0173358089266698	343.83	334	413	395	426	185	232.7	275.83
adhC	Rv3045	NADP-dependent alcohol dehydrogenase	human_sputum:8%	-0.222	0.0136474336002342	345.41	343	435	396	428	168	295.15	349.38
MT1367.1	MT1367.1	hypothetical protein	microaerophilic:17%; hypoxia_late:11%	-0.3922	0.378238058874734	320.61	259	73	81	796	766	28.68	38.89
pknJ	Rv2088	transmembrane serine/threonine-protein kinase PknJ	hypoxia_late:23%	-0.2368	0.0278919581224943	344.52	301	420	440	391	202	41.81	50.1
purA	Rv0357c	adenylosuccinate synthetase	hypoxia_late:10%	-0.2137	0.0135977293873934	320.71	377	400	243	395	215	101.68	119.81
bioB	Rv1589	biotin synthetase	zinc_limitation:13%	-0.2099	0.00929425708466262	330.31	398	429	280	410	175	280.6	329.36
lytB2	Rv1110	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	INDIGO_exponential:8%	-0.215	0.0113283058461732	334.02	379	402	325	420	178	379.14	446.61
Rv2186c	Rv2186c	hypothetical protein	human_sputum:13%	-0.2411	0.0528557732851493	328.81	280	323	320	467	271	131.74	158.12
pknK	Rv3080c	serine/threonine-protein kinase PknK	hypoxia_late:24%; ctl_stationary:12%	-0.228	0.0191076820476563	334.55	317	434	391	364	195	23.1	27.62
Rv0523c	Rv0523c	hypothetical protein	hypoxia_late:13%	-0.2494	0.0852794414813045	316.62	263	266	172	543	401	75.72	91.96
cut1	Rv1758	cutinase	hypoxia_late:36%; ctl_stationary:23%; PBS_RIF_DDmtb:14%	-0.5548	0.336289843682329	373.24	519	276	435	312	349	5.46	8.7
MT3220.1	MT3220.1	hypothetical protein	acidic_tyloxopol:18%; butyrate_plus_glucose:16%; tyloxopol:15%; hypoxia_late:11%	-0.6391	0.423963419066402	343.58	360	83	225	490	754	2.66	5.18
espR	Rv3849	ESX-1 transcriptional regulator EspR	acidic:9%	-0.2143	0.0091803883256444	322.8	380	411	312	375	170	520.04	611.4
rtcB	Rv2631	RNA-splicing ligase RtcB	microaerophilic:24%	-0.2311	0.0160614110665421	335.95	305	416	429	406	167	115.76	137.84
Rv2574	Rv2574	hypothetical protein	human_sputum:10%	-0.2262	0.0219188136530745	312.13	335	361	238	402	242	149.92	177.99
lppO	Rv2290	lipoprotein LppO	human_sputum:12%	-0.2234	0.0177562910076074	313.75	338	353	248	414	234	205.68	244.23
ligC	Rv3731	DNA ligase C	hypoxia_late:15%; human_sputum:12%; PBS_RIF_DDmtb:11%	-0.2714	0.0794738807209549	348.91	253	386	448	386	290	24.1	29.63
