GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_DMSO_RIF	Rv0494_DMSO_noDrug
ssb	Rv0054	single-strand DNA-binding protein	zinc_limitation:14%	-0.1093	0.945592365432672	935.63	1040	995	1055	829	777	364.17	394.7
xseB	Rv1107c	exodeoxyribonuclease VII small subunit	INDIGO_exponential:10%	-0.1021	0.912291526804382	943.45	959	1071	993	876	828	586.85	633.49
aao	Rv1905c	D-amino acid oxidase	acidic_tyloxopol:13%; PBS_RIF_DDmtb:12%	-0.0951	0.860913002407953	929.44	933	1119	939	875	796	225.36	242.13
Rv0223c	Rv0223c	aldehyde dehydrogenase	hypoxia_late:12%; acidic:11%	-0.1074	0.91709101883498	957.1	879	1011	975	959	964	42.21	45.82
cyp128	Rv2268c	cytochrome P450 Cyp128	hypoxia_late:28%; ctl_stationary:10%	-0.1202	0.958943861190904	955.68	894	985	945	933	1024	15.44	16.99
Rv3183	Rv3183	transcriptional regulator	hypoxia_late:30%; ctl_stationary:11%	-0.1347	0.981320558923881	950.36	875	811	805	1105	1188	26.52	29.49
MT1414.1	MT1414.1	hypothetical protein	acidic:26%; ctl_exponential:10%	-0.1196	0.949857607215696	954.27	846	908	871	1061	1099	152.56	167.03
Rv3611	Rv3611	hypothetical arginine and proline rich protein	PBS_RIF_DDmtb:22%; nutrient_limitation:11%	-0.1057	0.907883842590977	948.86	870	1010	963	952	952	125.29	135.79
Rv3218	Rv3218	hypothetical protein	hypoxia_late:17%	-0.1209	0.967611105178316	933.41	1010	941	971	859	890	48.82	53.43
MT3653.1	MT3653.1	hypothetical protein	human_sputum:32%; hypoxia_late:14%; butyrate:13%	-0.1583	0.996541834770055	963.55	968	717	727	1214	1261	36.74	41.73
trcS	Rv1032c	two component sensor histidine kinase TrcS	hypoxia_late:13%	-0.1226	0.966836840631835	939.99	1036	932	962	894	880	34.49	37.9
Rv3224	Rv3224	iron-regulated short-chain dehydrogenase/reductase	ctl_exponential:10%	-0.1088	0.940924569142055	920.9	1058	1002	1004	845	718	491.67	532.88
Rv3689	Rv3689	transmembrane protein	butyrate:8%	-0.0994	0.870206339425874	932.64	912	1067	996	911	789	214.6	231.24
ppgK	Rv2702	polyphosphate glucokinase	human_sputum:11%	-0.1219	0.958304431737553	943.13	1044	958	1071	848	809	122.06	133.52
Rv0027	Rv0027	hypothetical protein	ctl_stationary:8%	-0.1406	0.991622927496879	928.02	1080	774	844	940	1019	52.81	58.81
MT1342	MT1342	hypothetical protein	hypoxia_hypoxic:14%; INDIGO_exponential:14%	-0.1165	0.945968623833775	937.56	885	934	909	960	1002	405.72	442.8
rpmF	Rv0979A	50S ribosomal protein L32	INDIGO_exponential:10%	-0.1275	0.96955874162537	938.47	1007	897	976	895	920	254.94	280.14
Rv0569	Rv0569	hypothetical protein	cholesterol:23%; ctl_stationary:20%	-0.1058	0.896603415749231	941.27	887	1054	982	890	899	335.34	362.89
mtr	Rv2855	mycothione reductase	hypoxia_late:11%; tyloxopol:10%	-0.1112	0.920362887692123	932.44	919	990	1069	860	834	82.43	89.53
Rv2186c	Rv2186c	hypothetical protein	human_sputum:13%	-0.1266	0.967278208961205	928.26	969	881	948	891	954	87.32	95.92
ruvA	Rv2593c	Holliday junction ATP-dependent DNA helicase RuvA	zinc_limitation:15%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.1021	0.880693354844996	923.18	900	1035	938	899	849	228.42	246.77
PPE2	Rv0256c	PPE family protein PPE2	hypoxia_late:11%	-0.1102	0.928243617508649	912.14	1039	1020	1025	796	708	141.47	153.53
mutT2	Rv1160	8-oxo-dGTP diphosphatase	hypoxia_late:18%	-0.1377	0.978831296320159	928.2	962	852	881	950	1000	46.69	51.85
espE	Rv3864	ESX-1 secretion-associated protein EspE	hypoxia_rar:9%	-0.0962	0.839224602503687	907.27	925	1077	911	907	733	348.01	374.27
Rv1278	Rv1278	hypothetical protein	hypoxia_late:17%; zinc_limitation:17%	-0.0977	0.841317962379943	908.71	910	1083	954	847	765	82.32	88.67
fadE4	Rv0231	acyl-CoA dehydrogenase FadE4	hypoxia_late:10%	-0.1189	0.945876968672615	919.63	939	969	979	864	851	37.64	41.2
Rv1258c	Rv1258c	multidrug-efflux transporter	hypoxia_late:23%; ctl_stationary:11%	-0.1291	0.966195072789989	926.38	953	869	1002	883	928	24.89	27.45
Rv0383c	Rv0383c	hypothetical protein	hypoxia_fatty_acids:8%	-0.0958	0.813228519049685	908.92	920	1106	994	872	681	826.94	888.29
MT1007	MT1007	hypothetical protein	tyloxopol:10%	-0.1301	0.970300120012873	915.8	1028	893	956	854	854	91.63	100.9
PPE31	Rv1807	PPE family protein	acidic:25%; acidic_tyloxopol:12%; hypoxia_fatty_acids:11%	-0.1343	0.966389544730488	936.76	963	910	1022	908	884	32.14	35.55
Rv3629c	Rv3629c	integral membrane protein	human_sputum:10%	-0.1178	0.948443358437708	905.55	990	952	952	820	821	70.1	76.56
Rv0313	Rv0313	hypothetical protein	hypoxia_fatty_acids:14%; ctl_stationary:13%	-0.0991	0.835449423481975	907.5	909	1094	980	840	735	702.54	756.46
vapC6	Rv0656c	ribonuclease VapC6	PBS_RIF_DDmtb:16%	-0.1204	0.933172126145931	928.3	824	900	876	990	1061	66.02	72.36
MT0416	MT0416	hypothetical protein	hypoxia_late:16%; ctl_stationary:12%; hypoxia_hypoxic:12%	-0.1615	0.997231073253781	919.01	983	577	768	1112	1235	38.9	44.19
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	-0.1142	0.927785303939144	912.56	899	974	935	853	904	50.57	55.13
vapC40	Rv2596	ribonuclease VapC40	tyloxopol:10%	-0.1203	0.936158450053635	927.7	860	939	897	932	1014	80.22	87.86
MT2316	MT2316	hypothetical protein	ctl_stationary:13%	-0.1183	0.948623663214527	902.41	1002	927	896	870	822	486.98	532.28
vapC9	Rv0960	ribonuclease VapC9	hypoxia_fatty_acids:10%	-0.1272	0.959235543051725	912.24	984	888	907	898	886	145.68	160.22
Rv2237A	Rv2237A	hypothetical protein	acidic_tyloxopol:10%	-0.1297	0.961857342756148	916.86	1000	913	1000	873	806	357.79	393.26
infA	Rv3462c	translation initiation factor IF-1	human_sputum:13%	-0.1116	0.913425363753956	908.69	985	996	1013	836	731	1699.56	1844.59
Rv2271	Rv2271	hypothetical protein	human_sputum:17%; ctl_exponential:16%; hypoxia_rar:10%	-0.1491	0.9857195182528	928.01	1102	769	1010	915	862	106.34	118.74
mmpL1	Rv0402c	transmembrane transport protein MmpL1	hypoxia_late:16%	-0.1097	0.906027742716858	902.89	936	1014	989	806	782	37.4	40.65
Rv1526c	Rv1526c	glycosyltransferase	hypoxia_late:21%; human_sputum:13%	-0.119	0.925804523846328	915	877	947	903	904	945	37.19	40.77
rpmG1	Rv2057c	50S ribosomal protein L33	human_sputum:44%; zinc_limitation:31%	-0.1553	0.991246301013956	923.38	840	657	677	1220	1323	21.07	23.98
Rv3604c	Rv3604c	transmembrane protein	hypoxia_late:12%	-0.0992	0.832839290982699	894.86	905	1061	904	851	766	195.24	210.5
Rv3191c	Rv3191c	transposase	acidic:10%	-0.1017	0.851011710123438	895.87	897	1023	890	866	810	156.53	169.09
PPE14	Rv0915c	PPE family protein PPE14	hypoxia_late:33%; microaerophilic:28%	-0.1208	0.923187862769927	924.64	786	937	901	967	1042	18.66	20.54
Rv3559c	Rv3559c	oxidoreductase	human_sputum:28%; hypoxia_late:22%	-0.1241	0.937110699255052	913.38	884	930	920	879	955	40.07	44.03
dppC	Rv3664c	dipeptide ABC transporter permease DppC	hypoxia_late:23%	-0.1267	0.932296701492449	925.06	758	892	905	1000	1087	22.49	24.84
MT2518.1	MT2518.1	hypothetical protein	human_sputum:12%; PBS_RIF_DDmtb:11%	-0.1475	0.982370873200072	912.77	926	737	853	982	1085	48.58	54.36
scpA	Rv1709	segregation and condensation protein ScpA	high_iron:12%	-0.1055	0.849918906881763	899.75	874	1009	944	886	793	250.62	271.47
rpmB2	Rv2058c	50S ribosomal protein L28	human_sputum:68%; zinc_limitation:22%	-0.1965	0.998495376620805	948.43	1049	711	715	1152	1173	11.79	13.99
papA3	Rv1182	acyltransferase PapA	acidic_tyloxopol:18%; acidic:15%; butyrate_plus_glucose:13%	-0.1021	0.820785912378407	899.55	882	1057	1012	867	702	302.91	326.88
rpfD	Rv2389c	resuscitation-promoting factor RpfD	hypoxia_rar:11%; nutrient_limitation:11%	-0.111	0.892978333780142	899.49	852	956	864	881	947	118.44	128.76
Rv2148c	Rv2148c	hypothetical protein	hypoxia_late:10%	-0.1124	0.895922123866527	901.1	886	959	908	896	858	141.29	153.93
mmpL12	Rv1522c	transmembrane transport protein MmpL12	microaerophilic:12%	-0.1005	0.818608563498859	886.88	896	1058	926	846	725	76.12	82.2
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	-0.1017	0.819181351340911	894.33	891	1063	988	844	707	256.19	276.44
vapB17	Rv2526	antitoxin VapB17	hypoxia_late:23%; human_sputum:13%; ctl_stationary:11%	-0.1266	0.956357368998367	885.41	955	874	915	821	865	199.88	219.38
Rv3369	Rv3369	hypothetical protein	hypoxia_late:11%	-0.1226	0.923619170590785	906.07	861	887	1009	882	895	123.11	134.74
mazE5	Rv1943c	antitoxin MazE5	human_sputum:12%; hypoxia_fatty_acids:10%	-0.1243	0.932081437240213	902.77	878	914	957	843	924	107.17	117.51
MT3273	MT3273	hypothetical protein	hypoxia_late:48%; ctl_stationary:22%	-0.2282	0.999834702473127	905.22	1172	341	532	1364	1424	2.63	3.61
F6	Rvnc0003	putative small regulatory RNA	low_iron:21%	-0.1194	0.920756361857059	897.8	816	870	791	956	1070	287.94	315.14
Rv0575c	Rv0575c	oxidoreductase	hypoxia_late:15%; ctl_stationary:12%; hypoxia_fatty_acids:12%; cholesterol:12%	-0.1437	0.975897655649851	900.95	957	844	885	861	961	15.42	17.27
Rv1069c	Rv1069c	hypothetical protein	hypoxia_late:12%	-0.1035	0.829223788579989	881.57	881	1013	950	828	748	108.17	116.94
groEL2	Rv0440	molecular chaperone GroEL	acidic_tyloxopol:13%; hypoxia_fatty_acids:11%	-0.1259	0.938632000049217	887.48	992	895	916	901	743	1486.91	1634.55
Rv3031	Rv3031	1,4-alpha-glucan branching protein	hypoxia_late:15%; low_iron:10%	-0.1068	0.844303753380767	884.37	871	993	930	852	783	99.32	107.67
MT0159	MT0159	hypothetical protein	PBS_RIF_DDmtb:20%; hypoxia_late:17%; ctl_stationary:12%	-0.1932	0.998840852056167	898.16	1014	511	604	1233	1275	15.34	18.21
Rv1425	Rv1425	diacyglycerol O-acyltransferase	butyrate:10%	-0.1036	0.818622867098597	881.32	889	1043	931	808	750	121.6	131.46
Rv3162c	Rv3162c	integral membrane protein	hypoxia_late:20%	-0.1462	0.971322269038985	910.08	892	815	825	997	1032	33.81	37.93
malQ	Rv1781c	4-alpha-glucanotransferase	hypoxia_late:14%	-0.1012	0.79911583818743	867.62	895	1047	880	802	730	88.65	95.7
lppL	Rv2138	lipoprotein LppL	human_sputum:11%	-0.1092	0.840172877086755	876.29	854	986	924	823	801	110.88	120.34
idsB	Rv3383c	polyprenyl synthetase IdsB	hypoxia_late:13%	-0.1297	0.943635824403099	876.77	965	838	921	903	764	144.05	158.91
Rv1115	Rv1115	hypothetical protein	hypoxia_late:23%; ctl_stationary:10%	-0.126	0.920071677543464	881.67	778	855	784	948	1059	28.97	31.96
lppB	Rv2544	lipoprotein LppB	hypoxia_late:10%	-0.1129	0.860582948022195	872.2	832	943	852	869	867	117.4	127.9
Rv2688c	Rv2688c	antibiotic ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%; ctl_stationary:10%	-0.1145	0.87825257025464	869.59	830	920	795	871	936	53.8	58.73
nuoA	Rv3145	NADH-quinone oxidoreductase subunit A	high_iron:16%; INDIGO_exponential:11%	-0.109	0.820938586577038	866.95	851	972	899	865	755	592.83	643.81
gltA2	Rv0896	citrate synthase 1	tyloxopol:11%	-0.1073	0.7983766149821	875.75	867	1037	995	817	686	554.65	600.41
Rv0454	Rv0454	conserved hypothetical protein	human_sputum:9%	-0.1226	0.915295959335021	872.21	820	861	851	857	976	90.13	98.81
Rv3113	Rv3113	phosphatase	hypoxia_late:35%; ctl_stationary:23%; PBS_RIF_DDmtb:10%	-0.1527	0.976284944026845	886.76	781	726	710	1098	1171	5.66	6.52
TB7.3	Rv3221c	hypothetical protein	microaerophilic:15%; acidic:14%	-0.1059	0.807817339619355	861.71	868	1001	892	813	745	826.46	894.83
Rv1523	Rv1523	methyltransferase	hypoxia_late:15%	-0.159	0.977899891613681	901.93	1073	681	999	931	852	17.77	20.15
Rv2636	Rv2636	O-phosphotransferase	acidic_tyloxopol:15%; hypoxia_late:12%; acidic:11%; ctl_stationary:10%	-0.1597	0.981909360927566	892.02	908	743	801	969	1057	12.33	14.07
oxyS	Rv0117	oxidative stress response regulatory protein OxyS	hypoxia_late:13%	-0.1191	0.893282008504243	867.51	800	894	797	874	979	34.28	37.58
lpqH	Rv3763	lipoprotein LpqH	acidic:14%; ctl_exponential:10%	-0.1206	0.887585403656848	878.44	898	917	1039	819	734	586.36	640.08
MT1182	MT1182	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:10%	-0.1328	0.932014531871947	876.99	833	834	869	893	959	94.22	104.09
Rv0406c	Rv0406c	beta lactamase-like protein	hypoxia_late:18%	-0.1146	0.855682138222827	860.13	826	938	850	830	859	78.72	85.83
rsfB	Rv3687c	anti-anti-sigma factor RsfB	hypoxia_late:9%	-0.118	0.859579812221254	862.96	803	925	875	858	856	178.22	194.72
Rv2307B	Rv2307B	hypothetical protein	hypoxia_late:19%	-0.1401	0.956078882241764	862.37	761	718	661	1068	1160	20.29	22.7
MT3149.1	MT3149.1	hypothetical protein	hypoxia_late:25%; ctl_stationary:10%	-0.2039	0.997045506489009	921.92	988	694	688	1104	1196	14.08	16.78
Rv1152	Rv1152	transcriptional regulator	hypoxia_fatty_acids:17%	-0.1352	0.943124299518481	859.98	1003	841	965	778	729	249.16	275.09
MT2325	MT2325	hypothetical protein	hypoxia_fatty_acids:13%	-0.1744	0.991664157665864	883.5	915	628	730	1059	1139	38.96	44.64
Rv0247c	Rv0247c	succinate dehydrogenase iron-sulfur subunit	tyloxopol:13%	-0.1155	0.84197681084382	857.25	883	951	997	786	688	394.45	429.29
PE17	Rv1646	PE family protein PE17	PBS_RIF_DDmtb:11%; butyrate:11%	-0.1131	0.835150901841551	850.96	880	975	934	780	701	184.56	200.78
Rv3209	Rv3209	hypothetical protein	tyloxopol:13%; butyrate_plus_glucose:10%; high_iron:10%	-0.1099	0.810499753789423	846.24	844	957	836	809	790	217.32	236.09
MT0725	MT0725	hypothetical protein	hypoxia_hypoxic:10%	-0.1439	0.948991847812291	883.84	821	772	829	958	1054	150.73	167.95
frdA	Rv1552	fumarate reductase flavoprotein subunit	hypoxia_late:26%; acidic_tyloxopol:10%	-0.1416	0.940642883469227	886.19	813	827	893	938	965	7.49	8.45
cyp136	Rv3059	cytochrome P450 Cyp136	hypoxia_late:9%	-0.1164	0.851852487475254	846.55	858	931	884	803	762	69.44	75.8
Rv3541c	Rv3541c	hypothetical protein	human_sputum:19%; microaerophilic:13%; hypoxia_fatty_acids:11%	-0.1846	0.992329736297524	894.94	1075	803	765	925	923	24.93	28.9
Rv0088	Rv0088	polyketide cyclase/dehydrase	acidic:12%	-0.1112	0.787466302493451	848.34	836	1000	937	775	710	250.5	272.06
csm6	Rv2818c	CRISPR-associated protein Csm6	hypoxia_late:13%	-0.1267	0.897042434334225	857.96	838	867	854	863	868	44.32	48.88
Rv1167c	Rv1167c	transcriptional regulator	PBS_RIF_DDmtb:15%; nutrient_limitation:12%	-0.1124	0.815507872495527	841.82	828	954	867	781	785	155.65	169.26
MT3876	MT3876	hypothetical protein	tyloxopol:9%	-0.1262	0.895977917385876	855.03	904	929	967	772	717	236.28	259.15
MT3754	MT3754	hypothetical protein	hypoxia_late:14%	-0.1403	0.947019223071902	855.82	784	731	760	947	1082	56.64	63
lytB1	Rv3382c	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	hypoxia_late:14%	-0.1296	0.921112771382387	835.69	913	799	862	855	754	111.3	122.82
Rv2401A	Rv2401A	membrane protein	PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.1729	0.985854887189069	875.07	947	736	785	889	1035	36.12	41.28
Rv3719	Rv3719	hypothetical protein	acidic_tyloxopol:8%	-0.1115	0.782512043202026	838.8	829	963	874	811	726	140.22	152.58
vapB21	Rv2758c	antitoxin VapB21	human_sputum:30%	-0.14	0.932033894264977	860.64	736	756	762	998	1080	48.34	53.79
Rv1215c	Rv1215c	hypothetical protein	butyrate:7%	-0.1055	0.734729155323564	828.98	857	994	888	758	667	147.59	159.72
fadD25	Rv1521	fatty-acid--CoA ligase FadD25	INDIGO_exponential:11%	-0.1061	0.738034024363404	831.93	866	984	848	814	664	243.34	263.63
mmpL9	Rv2339	transmembrane transport protein MmpL9	human_sputum:9%	-0.1051	0.729748036885634	827.59	862	1003	877	748	668	80.62	87.27
fadE22	Rv3061c	acyl-CoA dehydrogenase FadE22	hypoxia_fatty_acids:13%; ctl_stationary:12%	-0.1165	0.806275623931352	845.41	801	922	902	856	752	78.34	85.65
Rv3529c	Rv3529c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:11%	-0.1385	0.928423793530936	849.34	810	824	845	827	944	14.14	15.78
mpr12	Rvnc0016	fragment of putative small regulatory RNA	human_sputum:12%	-0.1936	0.993992621104071	884.78	948	582	758	1067	1130	39.8	46.42
rnc	Rv2925c	ribonuclease III	microaerophilic:9%	-0.1075	0.737731645780836	828.79	855	989	886	776	657	445.92	483.13
pyrE	Rv0382c	orotate phosphoribosyltransferase	PBS_RIF_DDmtb:12%	-0.1108	0.775122312556471	827.4	845	953	858	782	709	311.92	338.8
Rv2632c	Rv2632c	hypothetical protein	acidic:32%; acidic_tyloxopol:12%	-0.1302	0.899271667677772	839.66	853	843	912	798	795	215.94	237.6
serV	Rvnt41	tRNA-Ser	human_sputum:18%; hypoxia_late:16%	-0.1515	0.957634905046591	855.49	822	730	810	917	1012	124.63	139.52
Rv3730c	Rv3730c	hypothetical protein	PBS_RIF_DDmtb:12%; hypoxia_late:12%; human_sputum:10%	-0.1173	0.824859969845763	829.75	795	921	804	799	833	60.44	66.05
Rv1500	Rv1500	glycosyltransferase	hypoxia_late:13%; human_sputum:12%	-0.1237	0.866863826924819	833.55	817	876	882	783	812	55.12	60.47
Rv3821	Rv3821	integral membrane protein	INDIGO_exponential:10%	-0.1119	0.770889827352965	832.81	831	977	913	754	704	213.43	231.96
Rv1176c	Rv1176c	hypothetical protein	hypoxia_late:18%	-0.166	0.977039652067124	848.67	1001	766	873	810	803	40.06	45.27
Rv0295c	Rv0295c	hypothetical protein	tyloxopol:10%	-0.1126	0.775037629002121	828.04	819	949	910	761	713	173.89	189.07
vapB37	Rv2104c	antitoxin VapB37	INDIGO_exponential:10%	-0.1283	0.880383269150657	838.71	827	854	863	832	818	232.65	255.99
Rv1504c	Rv1504c	conserved hypothetical protein	hypoxia_late:16%	-0.1236	0.850114308695814	835.21	745	878	847	804	907	69.21	75.95
Rv0912	Rv0912	transmembrane protein	high_iron:9%	-0.1318	0.92120327288333	818.8	906	819	828	747	798	107.41	118.48
phoY2	Rv0821c	phosphate-transport system transcriptional regulator PhoY2	nutrient_limitation:15%	-0.1071	0.712949281138289	822.75	850	988	906	769	625	636.61	689.27
Rv3714c	Rv3714c	hypothetical protein	zinc_limitation:16%; hypoxia_late:14%	-0.1194	0.832169987923983	826.16	789	875	811	825	832	73.09	80.04
Rv0914c	Rv0914c	lipid carrier protein or keto acyl-CoA thiolase	hypoxia_late:14%	-0.1125	0.772794879018173	824.91	818	945	900	768	705	118.07	128.42
Rv1575	Rv1575	phage protein	microaerophilic:47%	-0.1382	0.910110616702923	843.94	823	825	832	838	903	61.73	68.52
trpS	Rv3336c	tryptophan--tRNA ligase	INDIGO_exponential:10%	-0.111	0.718968704941643	812.36	841	973	866	744	656	258.98	281.27
cas2	Rv2816c	CRISPR-associated endoribonuclease Cas2	tyloxopol:24%; ctl_exponential:15%	-0.157	0.956810443751574	840.45	902	742	898	705	971	333.57	373.42
Rv1444c	Rv1444c	hypothetical protein	acidic_tyloxopol:9%	-0.1206	0.826021681369674	823.88	773	890	843	789	827	146.62	160.39
ugpE	Rv2834c	sn-glycerol-3-phosphate ABC transporter permease UgpE	PBS_RIF_DDmtb:42%; hypoxia_late:17%	-0.1407	0.917787948724226	836.96	765	764	779	892	997	21.19	23.7
Rv2951c	Rv2951c	phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	INDIGO_exponential:10%	-0.113	0.752735827943579	815.81	869	965	923	736	613	395.69	430.08
mmpL5	Rv0676c	transmembrane transport protein MmpL5	microaerophilic:17%; tyloxopol:13%; hypoxia_fatty_acids:10%	-0.1284	0.887777849212956	809.85	921	818	855	816	652	156.38	172.27
vapB41	Rv2601A	antitoxin VapB41	human_sputum:10%	-0.1257	0.84114303948539	819.09	805	851	831	805	804	240.45	264.2
cadI	Rv2641	cadmium inducible protein CadI	hypoxia_fatty_acids:56%; butyrate:10%	-0.1316	0.885157289441601	824.93	730	810	767	842	987	48.16	53.22
MT3959	MT3959	hypothetical protein	ctl_exponential:13%	-0.1216	0.831944267148247	809.88	863	903	887	718	691	649.94	710.7
Rv2683	Rv2683	hypothetical protein	zinc_limitation:10%	-0.1544	0.952456415300225	829.55	930	790	846	792	794	56.24	63.13
Rv2026c	Rv2026c	universal stress protein	hypoxia_late:20%; ctl_stationary:12%; acidic:12%	-0.1384	0.886267594985843	839.65	722	850	857	831	946	21.68	24.13
Rv1628c	Rv1628c	hypothetical protein	hypoxia_fatty_acids:19%	-0.1177	0.793423941623904	806.78	796	879	800	790	771	195.24	213.22
Rv3333c	Rv3333c	hypothetical protein	hypoxia_late:34%	-0.1379	0.901927285230124	823.89	775	776	770	849	957	29.49	32.85
MT3573.10	MT3573.10	hypothetical protein	microaerophilic:26%; hypoxia_late:19%; cholesterol:10%	-0.1478	0.951679687484899	801.43	737	614	520	1076	1157	71.29	79.87
MT2115	MT2115	hypothetical protein	zinc_limitation:34%; human_sputum:15%	-0.167	0.980043579767364	802.73	931	626	766	822	887	128.75	145.58
Rv0433	Rv0433	carboxylate-amine ligase	INDIGO_exponential:10%	-0.1105	0.688423034775521	792.24	839	950	808	740	641	251.84	273.48
Rv3716c	Rv3716c	hypothetical protein	zinc_limitation:10%	-0.1158	0.762089724520191	800.62	842	926	878	704	669	421.9	459.5
MTS0903	MTS0903	small intergenic RNA	acidic_tyloxopol:11%	-0.1219	0.786122338417788	806.44	748	896	868	770	756	93.39	102.28
lprO	Rv0179c	lipoprotein LprO	tyloxopol:15%	-0.1221	0.794022518771649	803.35	864	924	917	725	611	476.76	521.39
glgC	Rv1213	glucose-1-phosphate adenylyltransferase	hypoxia_late:9%	-0.1185	0.771527498833905	797.25	785	905	821	737	744	69.02	75.44
eccCa1	Rv3870	ESX-1 secretion system protein EccCa	microaerophilic:10%	-0.1191	0.750569735991059	805.26	774	891	865	833	673	584.48	639.13
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	-0.1313	0.857032883592604	803.72	779	812	839	760	830	169.52	186.77
nicT	Rv2856	nickel-transport integral membrane protein NicT	INDIGO_exponential:10%	-0.1197	0.77420691968439	796.73	770	883	834	763	738	81.53	89.21
eis	Rv2416c	enhanced intracellular survival protein	hypoxia_late:21%	-0.1378	0.88067934637476	812.19	755	794	870	785	860	23.46	26.06
fadD29	Rv2950c	long-chain-fatty-acid--AMP ligase FadD29	INDIGO_exponential:14%; hypoxia_rar:12%	-0.1156	0.717046073336375	793.71	794	899	840	800	647	824.06	898.56
Rv3190c	Rv3190c	hypothetical protein	zinc_limitation:12%	-0.1201	0.767444571557457	796.5	764	906	820	751	747	69.28	75.84
lipX	Rv1169c	lipase LipX	nutrient_limitation:20%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:13%	-0.1729	0.976807773819018	808.14	843	602	685	923	1025	24.79	28.36
Rv3173c	Rv3173c	TetR/Acr family transcriptional regulator	cholesterol:16%	-0.1142	0.686349213795888	791.38	809	942	859	733	632	447.1	486.72
PE3	Rv0159c	PE family protein PE3	hypoxia_late:19%	-0.1293	0.826669683977759	802.12	790	845	830	779	768	46.71	51.54
Rv3839	Rv3839	hypothetical protein	low_iron:68%	-0.1392	0.86943862153252	811.66	710	777	771	880	930	27.76	30.93
