GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_ATC_noDrug
fadD28	Rv2941	long-chain-fatty-acid--AMP ligase FadD28	tyloxopol:9%	-0.1518	0.967659330517884	481.49	482	593	528	473	349	840.12	939.7
Rv2983	Rv2983	2-phospho-L-lactate guanylyltransferase	hypoxia_late:35%	-0.1617	0.991336429480738	451.5	468	344	447	429	586	39.24	44.34
acn	Rv1475c	iron-regulated aconitate hydratase	INDIGO_exponential:10%	-0.1418	0.963819271718734	462.64	495	591	491	442	317	287.07	318.39
Rv2971	Rv2971	oxidoreductase	tyloxopol:10%	-0.1428	0.961989844573976	463.32	492	578	509	432	326	351.26	389.72
Rv2512c	Rv2512c	insertion sequence element IS1081 transposase	low_iron:10%	-0.1891	0.988953027573495	520.95	532	488	501	377	738	154.78	177.67
Rv3201c	Rv3201c	ATP-dependent DNA helicase	hypoxia_late:26%; zinc_limitation:20%	-0.1173	0.919482701235493	433.54	423	509	469	412	362	45.14	49.19
Rv1624c	Rv1624c	membrane protein	acidic_tyloxopol:10%	-0.1362	0.946223380593515	465.03	374	465	393	476	639	68.49	75.84
Rv1047	Rv1047	transposase	low_iron:10%	-0.1895	0.988896176689296	520.81	531	486	506	379	732	155.02	177.96
Rv0232	Rv0232	transcriptional regulator	hypoxia_fatty_acids:16%; microaerophilic:11%	-0.13	0.958417180524622	440.66	480	479	481	452	323	244.7	269.53
Rv3770A	Rv3770A	A transposase	zinc_limitation:41%; hypoxia_late:12%	-0.2527	0.998639416624181	504.07	585	275	457	496	775	38.76	47.94
Rv3115	Rv3115	transposase	low_iron:10%	-0.1895	0.988894728087697	518.77	528	485	505	376	730	155.02	177.96
Rv1199c	Rv1199c	insertion sequence element IS1081 transposase	low_iron:10%	-0.19	0.988702046076298	516.24	521	482	499	374	737	154.71	177.69
rnpA	Rv3923c	ribonuclease P protein component	INDIGO_exponential:10%	-0.1273	0.911490165548999	450.96	417	568	502	456	330	781.81	857.41
vapB9	Rv0959A	antitoxin VapB9	hypoxia_fatty_acids:11%	-0.1713	0.994310485412207	442.94	505	294	489	401	551	117.83	133.31
MT3220.1	MT3220.1	hypothetical protein	acidic_tyloxopol:18%; butyrate_plus_glucose:16%; tyloxopol:15%; hypoxia_late:11%	-0.3216	0.999782530776497	448.62	565	67	226	732	1015	3.87	5.73
echA8	Rv1070c	enoyl-CoA hydratase EchA8	hypoxia_late:10%	-0.124	0.921477474411452	431.97	425	528	488	405	328	237.59	259.76
Rv0072	Rv0072	glutamine ABC transporter permease	INDIGO_exponential:13%; high_iron:10%	-0.1169	0.86820254191292	433.82	397	600	388	479	329	251.27	273.98
Rv3077	Rv3077	hydrolase	hypoxia_late:18%	-0.1237	0.905696686262533	438.91	389	550	408	427	429	52.31	57.28
rho	Rv1297	transcription termination factor Rho	hypoxia_rar:10%	-0.1679	0.979154658455273	478.7	543	551	524	433	358	1619.73	1830.34
bioB	Rv1589	biotin synthetase	zinc_limitation:13%	-0.1204	0.898553683808302	431.33	430	567	459	406	314	240.61	262.34
fbpA	Rv3804c	diacylglycerol acyltransferase/mycolyltransferase Ag85A	hypoxia_rar:13%; acidic:10%	-0.1427	0.954592308977254	451.59	483	525	512	422	331	3627.22	4019.28
PE33	Rv3650	PE family protein PE33	hypoxia_late:41%	-0.2205	0.997624282449419	474.58	478	307	304	515	865	17.34	20.96
hemA	Rv0509	glutamyl-tRNA reductase	zinc_limitation:10%	-0.128	0.907855061487586	444.5	428	571	518	420	309	848.71	930.04
Rv0810c	Rv0810c	hypothetical protein	cholesterol:9%	-0.1395	0.936802676800139	453.14	408	595	473	462	346	1117.31	1239.09
MT2405	MT2405	hypothetical protein	hypoxia_late:12%; ctl_stationary:12%	-0.2733	0.999487256818435	452.02	534	108	220	635	1074	12.83	16.77
mmpL5	Rv0676c	transmembrane transport protein MmpL5	microaerophilic:17%; tyloxopol:13%; hypoxia_fatty_acids:10%	-0.1281	0.945094197455114	427.36	511	523	448	396	283	128.82	141.43
Rv3034c	Rv3034c	acetyltransferase	human_sputum:8%	-0.131	0.924659511576233	435.22	392	533	399	426	433	96.11	105.75
sahH	Rv3248c	adenosylhomocysteinase	nutrient_limitation:24%; PBS_RIF_DDmtb:21%	-0.1525	0.959912929773559	456.54	487	552	526	417	321	584.23	652.03
mbtE	Rv2380c	peptide synthetase	low_iron:44%; human_sputum:12%	-0.1171	0.859249352258168	415.41	393	545	432	414	310	45.84	49.95
mpt83	Rv2873	cell surface lipoprotein	PBS_RIF_DDmtb:73%	-0.1654	0.984668113006699	446.48	441	360	445	434	564	41.04	46.58
leuD	Rv2987c	3-isopropylmalate dehydratase small subunit	INDIGO_exponential:13%	-0.2401	0.991472781871998	521.89	557	402	515	423	746	64.93	78.02
MT3024	MT3024	hypothetical protein	hypoxia_late:11%; INDIGO_exponential:11%	-0.1505	0.959287613953967	442.21	349	368	361	482	693	70.62	79.06
proZ	Rv3756c	glycine betaine/carnitine/choline/L-proline ABC transporter permease ProZ	high_iron:12%	-0.125	0.901192658441861	412.82	373	458	315	463	467	115.63	126.8
MT1479.1	MT1479.1	hypothetical protein	ctl_exponential:17%; hypoxia_hypoxic:12%	-0.1508	0.961435770065356	438.53	401	418	603	450	341	528.56	590.65
coaA	Rv1092c	pantothenate kinase	hypoxia_late:11%	-0.1516	0.967149893353986	432.14	467	498	431	407	364	116.67	130.45
Rv3438	Rv3438	hypothetical protein	hypoxia_late:8%	-0.1253	0.892389243124933	413.47	380	492	307	451	451	104.49	114.56
Rv2251	Rv2251	flavoprotein	hypoxia_late:14%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	-0.1412	0.963414249382165	410.39	437	365	541	391	333	77.82	86.22
MT0025	MT0025	hypothetical protein	hypoxia_late:30%; PBS_RIF_DDmtb:18%; ctl_stationary:17%	-0.2305	0.999022712543121	430.76	544	134	171	596	985	9.66	12.03
bglS	Rv0186	beta-glucosidase BglS	hypoxia_fatty_acids:22%; PBS_RIF_DDmtb:19%; microaerophilic:17%	-0.1257	0.875132218336822	412.96	421	527	466	382	289	296.3	324.05
esxP	Rv2347c	ESAT-6 like protein EsxP	hypoxia_hypoxic:11%; hypoxia_rar:11%	-0.2006	0.983852509688998	487.6	486	441	471	363	708	1362.87	1575.42
phyA	Rv3397c	phytoene synthase	hypoxia_late:16%; ctl_stationary:10%	-0.1704	0.988681791395992	420.76	450	230	580	387	503	32.66	36.96
glnA4	Rv2860c	glutamine synthetase	hypoxia_late:11%; INDIGO_exponential:10%	-0.1438	0.948363219585519	419.01	463	535	429	388	299	143.33	159.34
Rv2766c	Rv2766c	short-chain type dehydrogenase/reductase	hypoxia_late:12%	-0.1535	0.961751352678338	428.58	451	404	563	344	396	81.69	91.17
bpoC	Rv0554	non-heme bromoperoxidase BpoC	tyloxopol:14%	-0.1233	0.882181682285917	398.15	369	440	418	392	374	159.21	174
def	Rv0429c	polypeptide deformylase	hypoxia_late:10%; human_sputum:10%	-0.1443	0.926831726788442	419.26	381	447	474	410	388	152.19	169.05
fadE23	Rv3140	acyl-CoA dehydrogenase FadE23	low_iron:25%	-0.147	0.920872042649103	430.5	403	563	482	413	312	270.29	300.85
rplN	Rv0714	50S ribosomal protein L14	hypoxia_rar:10%	-0.1243	0.827036643815293	402.86	372	541	380	436	304	762.54	835.18
PE19	Rv1791	PE family protein PE19	human_sputum:17%; hypoxia_rar:11%	-0.1329	0.892791099856416	405.43	395	502	438	399	306	647.52	713.29
carA	Rv1383	carbamoyl-phosphate synthase small subunit	hypoxia_late:14%; zinc_limitation:13%	-0.13	0.880724991259255	400.56	353	449	365	425	415	81.9	90.14
gatC	Rv3012c	glutamyl-tRNA(GLN) amidotransferase subunit C	hypoxia_rar:14%; hypoxia_late:12%; hypoxia_hypoxic:11%	-0.1802	0.983586136352261	440.53	409	371	381	418	650	49.58	56.88
mazF3	Rv1102c	mRNA interferase MazF3	tyloxopol:11%	-0.1669	0.964497265759198	433.94	413	398	554	416	398	195.54	221.42
lipC	Rv0220	esterase LipC	high_iron:8%	-0.1272	0.811280569796315	409.5	358	576	404	444	292	648.84	711.94
esxK	Rv1197	ESAT-6 like protein EsxK	hypoxia_hypoxic:11%; hypoxia_rar:11%	-0.2042	0.98173761059786	471.52	465	427	455	350	692	1372.71	1590.8
alkB	Rv3252c	transmembrane alkane 1-monooxygenase AlkB	nutrient_limitation:47%; PBS_RIF_DDmtb:21%	-0.1625	0.949972866642394	439.15	454	537	516	389	319	198.28	223.12
cyp130	Rv1256c	cytochrome P450 Cyp130	hypoxia_fatty_acids:31%; hypoxia_late:12%	-0.1342	0.874566194701048	406.7	357	512	372	397	404	73.88	81.53
ctpD	Rv1469	cobalt/nickel-exporting P-type ATPase	hypoxia_late:15%	-0.1316	0.891984651293129	392.37	415	473	454	352	284	105.76	116.24
Rv0891c	Rv0891c	hypothetical protein	hypoxia_late:16%	-0.1795	0.968092469173013	444.59	436	434	484	435	435	53.11	61.09
Rv2410c	Rv2410c	hypothetical protein	zinc_limitation:8%	-0.1313	0.860495904387058	395.01	367	491	409	372	344	125.68	138.16
Rv3267	Rv3267	hypothetical protein	human_sputum:11%	-0.1193	0.775221166530427	385.43	384	562	310	431	272	436.97	476.58
esxE	Rv3904c	ESAT-6 like protein EsxE	hypoxia_late:34%; ctl_stationary:12%	-0.1619	0.961927198693949	407.62	338	295	259	484	745	57.68	65.29
dapD	Rv1201c	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	tyloxopol:13%; high_iron:11%	-0.1221	0.796176119493674	387.43	378	514	407	394	265	501.32	547.25
whiB6	Rv3862c	transcriptional regulator WhiB6	hypoxia_fatty_acids:39%; zinc_limitation:24%	-0.18	0.982971003193325	417.59	370	280	274	509	734	29.09	33.47
echA9	Rv1071c	enoyl-CoA hydratase EchA9	tyloxopol:10%	-0.1375	0.903964894680845	390.1	407	452	464	356	286	186.94	206.31
Rv3236c	Rv3236c	integral membrane transport protein	acidic:10%	-0.1497	0.946259233001604	392.8	433	438	374	375	348	75.63	84.39
Rv1727	Rv1727	hypothetical protein	hypoxia_late:29%	-0.1737	0.974543632972901	410.57	394	322	453	365	535	46.15	52.6
Rv0224c	Rv0224c	methyltransferase	hypoxia_late:13%	-0.1495	0.94639203366009	391.2	351	313	391	393	523	49.35	55.15
glpD1	Rv2249c	glycerol-3-phosphate dehydrogenase	hypoxia_late:28%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	-0.1652	0.967569204501146	401.29	434	375	503	320	386	29.94	33.82
Rv2014	Rv2014	transposase	hypoxia_late:29%	-0.1447	0.889211835913552	399.27	320	448	327	440	475	99.52	110.97
Rv2908c	Rv2908c	hypothetical protein	acidic:13%; ctl_exponential:10%	-0.1897	0.966588981737126	443.9	431	558	470	404	368	399.39	459.63
Rv2575	Rv2575	membrane protein	high_iron:8%	-0.1413	0.888096703517224	388.94	385	505	395	371	302	207.3	229.78
fusA2	Rv0120c	elongation factor G	acidic:22%	-0.1489	0.901738820711739	392.82	404	500	487	329	270	78.35	87.31
menA	Rv0534c	1,4-dihydroxy-2-naphthoate octaprenyltransferase	hypoxia_late:32%	-0.1433	0.915291819303108	376.76	347	328	424	386	403	83.16	92.36
efpA	Rv2846c	MFS-type transporter EfpA	INDIGO_exponential:15%	-0.1205	0.734034281108144	360.72	368	501	316	400	244	1288.88	1406.07
crcB	Rv3070	fluoride ion transporter CrcB	hypoxia_late:18%; ctl_stationary:10%	-0.1708	0.96108770158319	405.47	332	319	256	503	685	38.46	43.87
Rv2969c	Rv2969c	hypothetical protein	zinc_limitation:9%	-0.1557	0.92019545467331	401.24	418	487	449	383	285	537.97	602.48
Rv1272c	Rv1272c	drug ABC transporter ATP-binding protein	INDIGO_exponential:8%	-0.1319	0.814058760833436	377.8	346	507	347	390	313	89.57	98.79
Rv2792c	Rv2792c	resolvase	zinc_limitation:27%	-0.1263	0.778078297169156	362.52	356	457	352	381	278	476.65	522.16
Rv0699	Rv0699	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.2865	0.996991473892853	420.03	386	95	268	550	1106	12.28	16.29
nrdF1	Rv1981c	ribonucleoside-diphosphate reductase subunit beta NrdF1	human_sputum:21%	-0.1679	0.968044543242209	385.84	498	385	442	343	280	126.74	143.61
MT1404	MT1404	hypothetical protein	hypoxia_late:14%	-0.206	0.989528756887703	398.37	398	215	293	415	767	42.23	49.82
rplM	Rv3443c	50S ribosomal protein L13	hypoxia_rar:13%; human_sputum:11%	-0.1258	0.752929694015452	355.04	361	464	342	369	255	836.56	915.14
ureB	Rv1849	urease subunit beta	hypoxia_late:18%	-0.1809	0.976052841556361	393.83	442	343	406	347	437	105.36	120.17
Rv0307c	Rv0307c	hypothetical protein	ctl_stationary:9%	-0.1567	0.930400039212396	391.45	344	379	311	430	508	75.57	84.96
Rv1518	Rv1518	hypothetical protein	hypoxia_late:27%; ctl_stationary:12%; human_sputum:10%	-0.216	0.993129209836635	392.24	402	198	252	446	779	6.96	8.51
tal	Rv1448c	transaldolase	tyloxopol:9%	-0.163	0.914465734347546	405.98	388	532	467	373	291	448.21	504.36
PE13	Rv1195	PE family protein PE13	hypoxia_hypoxic:31%; hypoxia_rar:17%	-0.1693	0.952875089065478	397.68	491	422	436	367	288	1486.95	1680.88
echA2	Rv0456c	enoyl-CoA hydratase EchA2	hypoxia_late:19%; ctl_stationary:10%	-0.1603	0.935911598264873	391.81	339	354	379	402	494	38.85	43.86
vapC33	Rv1242	ribonuclease VapC33	tyloxopol:10%	-0.1477	0.886940702817428	377.68	317	388	306	421	469	117.11	130.63
MT3671.2	MT3671.2	hypothetical protein	human_sputum:21%; hypoxia_fatty_acids:12%	-0.2057	0.992495733707298	371.64	387	131	273	441	770	56.77	66.67
rpoA	Rv3457c	DNA-directed RNA polymerase subunit alpha	high_iron:9%	-0.1798	0.945260975148733	426.32	365	409	468	360	543	617.13	703.14
pfkA	Rv3010c	6-phosphofructokinase	cholesterol:8%	-0.1477	0.870390621715691	383.56	363	504	410	362	294	178.92	199.23
lprE	Rv1252c	lipoprotein LprE	hypoxia_late:13%; tyloxopol:11%	-0.1423	0.848604446879865	357.98	333	396	299	354	414	110.37	122.36
trpA	Rv1613	tryptophan synthase subunit alpha	high_iron:16%; INDIGO_exponential:14%; ctl_exponential:11%	-0.1616	0.921311682030785	384.81	419	460	433	357	271	756.55	849.9
MT3139.1	MT3139.1	hypothetical protein	human_sputum:8%	-0.1957	0.950306489527406	431.03	390	432	452	359	532	728.96	842.74
MT1957.1	MT1957.1	hypothetical protein	zinc_limitation:24%; PBS_RIF_DDmtb:18%	-0.1802	0.960722760378223	393.08	335	293	348	439	581	73.11	83.88
Rv3161c	Rv3161c	dioxygenase	hypoxia_fatty_acids:34%; microaerophilic:16%; ctl_stationary:12%; nutrient_limitation:11%	-0.1655	0.894658272967746	393.37	348	529	427	378	303	148.9	168.37
Rv0493c	Rv0493c	hypothetical protein	hypoxia_late:24%	-0.163	0.939406622340518	360.54	350	297	394	339	430	35.76	40.33
lpqR	Rv0838	lipoprotein LpqR	hypoxia_late:14%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	-0.152	0.867533997739533	363.3	308	393	301	366	460	59.29	66.37
tgs4	Rv3088	diacyglycerol O-acyltransferase	hypoxia_late:13%; nutrient_limitation:10%	-0.1667	0.944984165337688	358.78	362	305	435	341	357	38.75	43.92
Rv3228	Rv3228	hypothetical protein	nutrient_limitation:26%; PBS_RIF_DDmtb:25%	-0.1496	0.855229231370473	341.34	342	358	413	302	298	109.29	121.65
Rv0061c	Rv0061c	hypothetical protein	acidic:8%	-0.1669	0.910549489928397	374.91	377	456	421	368	267	695.21	786.3
esxW	Rv3620c	ESAT-6 like protein EsxW	hypoxia_rar:10%	-0.2111	0.953105651872552	424.32	383	390	419	313	651	966.06	1124.79
pstS1	Rv0934	phosphate ABC transporter substrate-binding lipoprotein PstS	tyloxopol:10%	-0.1753	0.931520229990668	384.29	405	490	440	348	260	387.64	440.06
Rv3828c	Rv3828c	resolvase	hypoxia_late:16%; zinc_limitation:14%	-0.1508	0.867993235290979	336.86	328	330	320	351	356	110.51	123.39
Rv2704	Rv2704	hypothetical protein	butyrate_plus_glucose:12%; low_iron:10%	-0.1622	0.888788893284987	365.68	355	433	392	334	320	181.32	203.98
vapC3	Rv0549c	ribonuclease VapC3	ctl_stationary:22%; hypoxia_late:11%	-0.1513	0.869693696387369	336.18	298	300	227	385	502	94.73	105.98
fabG1	Rv1483	3-oxoacyl-ACP reductase FabG	hypoxia_rar:14%; zinc_limitation:10%	-0.1402	0.727834879050916	338.66	322	461	336	336	254	350.47	387.58
Rv1456c	Rv1456c	antibiotic ABC transporter permease	hypoxia_late:16%; tyloxopol:12%	-0.1533	0.819019045802158	347.44	330	428	358	333	295	131.55	147
MT2138.1	MT2138.1	hypothetical protein	hypoxia_late:27%; PBS_RIF_DDmtb:17%; ctl_stationary:14%	-0.3912	0.997370830667523	383.21	458	101	285	438	819	15.17	22.29
esxJ	Rv1038c	ESAT-6 like protein EsxJ	hypoxia_rar:10%	-0.213	0.949636338540078	415.79	379	384	412	306	630	1011.69	1179.65
pks3	Rv1180	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:12%	-0.1462	0.723705935994039	342.45	307	453	405	322	245	189.27	210.28
esxM	Rv1792	esat-6 like protein esxM	hypoxia_rar:10%	-0.211	0.94458213414617	411.16	371	380	411	309	614	1149.27	1337.98
echA5	Rv0675	enoyl-CoA hydratase EchA5	PBS_RIF_DDmtb:13%	-0.1954	0.958794945745326	368.92	449	356	382	346	318	92.45	106.84
Rv3815c	Rv3815c	acyltransferase	hypoxia_late:10%	-0.1574	0.81606635407599	349.34	334	426	389	328	279	187	209.41
accD4	Rv3799c	propionyl-CoA carboxylase subunit beta AccD	acidic:12%	-0.1482	0.771698143846463	334.04	352	421	390	291	234	994.14	1103.74
mpr11	Rvnc0015	fragment of putative small regulatory RNA	hypoxia_late:18%; ctl_exponential:12%	-0.2023	0.974868775528895	345.44	296	139	165	555	758	75.97	88.84
lprJ	Rv1690	lipoprotein LprJ	hypoxia_rar:10%; hypoxia_late:10%	-0.1687	0.906241561779478	339.3	360	332	476	292	256	309.18	348.73
Rv0597c	Rv0597c	hypothetical protein	high_iron:12%	-0.1553	0.795442693849715	341.58	345	423	385	317	251	233.77	261.37
MT2364.1	MT2364.1	hypothetical protein	ctl_stationary:8%	-0.3543	0.997898236355203	333.66	484	49	83	530	912	17.39	24.42
Rv0906	Rv0906	hypothetical protein	zinc_limitation:14%	-0.1378	0.686604367688054	314.99	329	431	262	315	253	183.14	202.29
Rv3237c	Rv3237c	hypothetical protein	acidic:16%	-0.1852	0.942160131362621	346.2	382	321	373	288	372	74.41	85.24
ftsK	Rv2748c	DNA translocase FtsK	high_iron:10%	-0.1328	0.621706046418607	310.03	336	429	281	326	201	475.36	522.66
kasB	Rv2246	3-oxoacyl-ACP synthase 2	hypoxia_hypoxic:15%	-0.136	0.643527187781308	314.89	321	442	275	335	222	1690.85	1864.39
Rv3587c	Rv3587c	membrane protein	tyloxopol:15%	-0.1405	0.661134657452653	317.63	316	425	328	316	220	699.83	773.37
Rv0331	Rv0331	dehydrogenase/reductase	hypoxia_fatty_acids:54%; butyrate:10%	-0.1921	0.945712674012587	352.51	343	288	400	338	400	26.12	30.26
scoB	Rv2503c	succinyl-CoA:3-ketoacid-CoA transferase subunit B	butyrate:24%; butyrate_plus_glucose:15%; low_iron:13%	-0.1573	0.806342423087537	330.19	267	391	291	355	355	101.48	113.93
Rv0785	Rv0785	KsdD-like steroid dehydrogenase	hypoxia_late:15%	-0.1456	0.729443871631664	308.18	286	363	295	327	274	75.15	83.68
rpsB	Rv2890c	30S ribosomal protein S2	hypoxia_rar:10%; hypoxia_hypoxic:10%	-0.1496	0.67725903841391	330.03	280	455	369	330	237	667.39	743.06
MT1432	MT1432	hypothetical protein	INDIGO_exponential:14%; low_iron:11%; tyloxopol:11%	-0.1797	0.914345171797853	334.77	364	367	337	319	290	426.31	486.39
groEL2	Rv0440	molecular chaperone GroEL	acidic_tyloxopol:13%; hypoxia_fatty_acids:11%	-0.1467	0.654752622007857	320.85	273	446	339	345	223	4724.38	5254.01
gpdA2	Rv2982c	glycerol-3-phosphate dehydrogenase	hypoxia_late:11%; human_sputum:10%	-0.146	0.746993009723686	298.98	327	316	346	265	247	161.48	179.2
Rv3716c	Rv3716c	hypothetical protein	zinc_limitation:10%	-0.1512	0.69807066958087	319.63	284	415	331	331	249	591.57	660.04
grcC1	Rv0562	polyprenyl-diphosphate synthase GrcC	high_iron:8%	-0.1386	0.627103046230687	299.68	312	406	263	324	211	369.07	407.91
Rv0856	Rv0856	hypothetical protein	INDIGO_exponential:9%	-0.1848	0.879072463342348	341.64	289	364	353	353	352	133.43	153.03
Rv3194c	Rv3194c	hypothetical protein	hypoxia_late:12%	-0.15	0.712510629529822	301.93	282	373	290	304	266	124.87	139.25
rplC	Rv0701	50S ribosomal protein L3	acidic:9%	-0.196	0.920761804575588	338.73	427	335	397	300	250	2383.83	2743.52
Rv0359	Rv0359	zinc metalloprotease	hypoxia_late:18%	-0.1596	0.79630687717091	304.6	265	303	246	332	387	67.12	75.54
MT0270.2	MT0270.2	hypothetical protein	human_sputum:10%	-0.1761	0.874642857126784	319.21	294	276	384	270	382	161.91	183.74
Rv3541c	Rv3541c	hypothetical protein	human_sputum:19%; microaerophilic:13%; hypoxia_fatty_acids:11%	-0.2711	0.981115012412674	352.85	359	192	279	370	634	20.95	26.31
rpsK	Rv3459c	30S ribosomal protein S11	hypoxia_rar:9%	-0.1751	0.853071183212464	330.03	354	400	386	310	218	1278.9	1451.01
MT1122.1	MT1122.1	hypothetical protein	hypoxia_late:46%; ctl_stationary:14%	-0.6001	0.996118917052483	325.51	496	63	151	340	857	4.22	9.19
glnT	Rvnt16	tRNA-Gln	hypoxia_late:19%; butyrate:10%	-0.3144	0.995899244918644	300.98	416	35	79	524	821	25.59	33.72
blaC	Rv2068c	beta-lactamase	INDIGO_exponential:8%	-0.1443	0.680118431979083	295.69	288	342	303	297	252	182.85	203.05
Rv2229c	Rv2229c	hypothetical protein	hypoxia_late:12%; ctl_exponential:10%	-0.1711	0.820989420379588	318.37	326	352	362	289	268	140.37	158.76
Rv3282	Rv3282	hypothetical protein	human_sputum:13%; INDIGO_exponential:10%	-0.1593	0.742714181672512	310.39	310	387	356	276	235	296.94	332.83
Rv1762c	Rv1762c	hypothetical protein	hypoxia_late:18%; ctl_stationary:12%	-0.1833	0.91613577228729	309.76	324	256	401	267	311	57.41	65.61
mycP2	Rv3886c	membrane-anchored mycosin	hypoxia_late:12%	-0.1805	0.914884876386713	303.12	462	350	376	190	187	84.56	96.17
Rv1751	Rv1751	oxidoreductase	high_iron:11%; ctl_exponential:10%	-0.1517	0.682670824273599	302.03	303	399	326	295	204	560.73	624.78
xseA	Rv1108c	exodeoxyribonuclease VII large subunit	high_iron:10%	-0.1414	0.613751386667858	292.06	301	403	238	305	229	223.31	247.3
fdxB	Rv3554	electron transfer protein FdxB	human_sputum:17%; hypoxia_late:13%	-0.154	0.773257841423066	290.59	302	291	351	253	261	54.4	60.8
fadA5	Rv3546	acetyl-CoA acetyltransferase FadA	hypoxia_fatty_acids:48%; hypoxia_late:10%; human_sputum:10%	-0.1784	0.857439701679505	315.7	260	299	287	337	405	31.93	36.62
vapB16	Rv2231B	antitoxin VapB16	hypoxia_late:21%; ctl_stationary:15%	-0.3403	0.989882351026398	334.03	411	106	229	395	666	21.81	29.39
espR	Rv3849	ESX-1 transcriptional regulator EspR	acidic:9%	-0.1727	0.792280559438841	315.99	299	408	355	301	231	487.99	553.29
Rv0763c	Rv0763c	ferredoxin	microaerophilic:16%; hypoxia_fatty_acids:13%; ctl_stationary:11%	-0.2028	0.955212879555102	301.21	309	133	65	516	723	36.86	43.24
metZ	Rv0391	O-succinylhomoserine sulfhydrylase	hypoxia_late:9%	-0.1592	0.741966478885321	297.59	314	376	300	283	225	176	197.48
