GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_noDrug	Rv1473A_DMSO_noDrug
Rv3668c	Rv3668c	protease	zinc_limitation:11%	-0.0909	0.994265476095023	1138.71	1018	1408	1032	1179	1078	105.31	113.11
Rv3256c	Rv3256c	hypothetical protein	hypoxia_late:13%	-0.1002	0.99760396987978	1127.92	1130	1365	1093	1123	948	257.87	278.69
relB	Rv1247c	antitoxin RelB	PBS_RIF_DDmtb:10%	-0.1103	0.999379217022409	1118.43	1124	1031	1133	1121	1186	128.48	139.93
PPE5	Rv0304c	PPE family protein PPE5	hypoxia_late:29%; ctl_stationary:13%; human_sputum:13%	-0.1001	0.997612988139755	1125.27	1101	1329	1162	1023	1025	12.1	13.18
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	-0.1084	0.999038999494045	1125.65	1099	1053	1191	1118	1170	38.78	42.27
fadD12	Rv1427c	long-chain-fatty-acid--CoA ligase FadD12	hypoxia_late:12%; high_iron:10%	-0.1106	0.999134197263881	1126.42	1207	1160	1149	1076	1044	97.91	106.63
lysX	Rv1640c	bifunctional lysine--tRNA ligase/phosphatidylglycerol lysyltransferase	hypoxia_late:10%	-0.0886	0.991903472234219	1129.49	993	1391	1121	1181	985	62.68	67.29
MT3959	MT3959	hypothetical protein	ctl_exponential:13%	-0.1344	0.999755592083413	1167.43	1375	1199	1131	1030	1116	527.36	584.97
dinX	Rv1537	DNA polymerase IV	PBS_RIF_DDmtb:26%; hypoxia_late:21%	-0.0937	0.99516369245264	1125.7	975	1259	1073	1156	1176	32.82	35.41
lepA	Rv2404c	GTP-binding protein LepA	hypoxia_late:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%	-0.0975	0.996471881629106	1125.43	1059	1324	1122	1117	1017	63.01	68.12
Rv1972	Rv1972	Mce associated membrane protein	hypoxia_late:39%; ctl_stationary:12%	-0.1552	0.999955927085303	1160.15	1382	907	1151	1072	1321	6.13	7.12
Rv2248	Rv2248	hypothetical protein	INDIGO_exponential:10%	-0.1206	0.999419129876348	1141.35	1217	1201	1150	1083	1060	306.94	336.95
xerD	Rv1701	tyrosine recombinase XerD	hypoxia_late:11%	-0.0954	0.995923730884556	1117.4	1064	1283	1113	1141	996	209.66	225.85
Rv2026c	Rv2026c	universal stress protein	hypoxia_late:20%; ctl_stationary:12%; acidic:12%	-0.1238	0.999778332786862	1105.95	1236	1037	1111	1009	1144	20.65	22.77
lipJ	Rv1900c	lignin peroxidase LipJ	PBS_RIF_DDmtb:7%	-0.1211	0.999433962444692	1133.09	1400	1228	1091	989	984	130.69	143.51
mmpL13b	Rv1146	transmembrane transport protein	hypoxia_late:17%; PBS_RIF_DDmtb:16%; ctl_stationary:10%	-0.0965	0.995084458916904	1127.68	974	1334	1038	1137	1172	24.24	26.23
kdpC	Rv1031	potassium-transporting ATPase subunit C	human_sputum:14%; acidic_tyloxopol:10%; hypoxia_late:10%	-0.1017	0.99726864929997	1115.69	1005	1221	1026	1144	1191	51.25	55.61
Rv1117	Rv1117	hypothetical protein	human_sputum:9%	-0.1114	0.997958731838782	1151.88	1115	1231	1215	1103	1099	378.89	412.8
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	-0.0919	0.993833716035615	1109.54	997	1261	1134	1188	981	133.13	143.15
mazE3	Rv1103c	antitoxin MazE3	ctl_stationary:12%	-0.1229	0.999613391288892	1113.42	1172	942	1208	1081	1175	103.18	113.66
mpt63	Rv1926c	immunogenic protein Mpt63	tyloxopol:12%	-0.0898	0.99094584654593	1117.45	1004	1381	1088	1186	953	934.45	1002.37
thiX	Rv0816c	thioredoxin ThiX	hypoxia_late:19%	-0.1018	0.995805757451179	1130.89	969	1317	1021	1158	1207	60.62	65.71
Rv2729c	Rv2729c	integral membrane protein	microaerophilic:17%; hypoxia_fatty_acids:11%	-0.1056	0.998432066947355	1105.62	1120	1113	1172	1064	1061	106.47	115.49
Rv1944c	Rv1944c	hypothetical protein	hypoxia_late:15%	-0.1221	0.999569655507379	1112.82	1196	1009	1152	1049	1164	38.08	42.06
asnT	Rvnt25	tRNA-Asn	hypoxia_late:24%; tyloxopol:12%; butyrate:12%; hypoxia_hypoxic:11%; butyrate_plus_glucose:10%	-0.2104	0.999982100490315	1237.29	1736	967	1112	949	1518	8.66	10.63
Rv3295	Rv3295	TetR family transcriptional regulator	high_iron:9%	-0.1181	0.998995160123235	1116.9	1182	1276	1101	1055	982	596.72	653.26
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	-0.1366	0.999820552562784	1115.99	1333	743	1348	886	1353	28.47	31.73
vapB1	Rv0064A	antitoxin VapB1	ctl_stationary:12%; microaerophilic:11%	-0.1202	0.999314287691467	1105.86	1129	974	1198	1000	1241	59.36	65.01
cmk	Rv1712	cytidylate kinase	high_iron:10%	-0.1258	0.999424589803231	1116.39	1245	1223	1099	1011	1015	288.7	317.89
PE26	Rv2519	PE family protein PE26	zinc_limitation:8%	-0.0968	0.994178271981138	1103.4	1023	1314	1092	1143	961	178.28	192.38
Rv3060c	Rv3060c	GntR family transcriptional regulator	hypoxia_fatty_acids:12%	-0.1078	0.999075899635045	1058.62	1143	962	1100	1079	1014	112.09	121.93
Rv2951c	Rv2951c	phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	INDIGO_exponential:10%	-0.105	0.996955280599037	1099.48	1100	1275	1109	1097	930	328.33	356.07
kdtB	Rv2965c	phosphopantetheine adenylyltransferase	hypoxia_late:11%	-0.1326	0.99961722972705	1115.28	1243	1164	1066	1027	1083	112.43	124.57
Rv1047	Rv1047	transposase	low_iron:10%	-0.1604	0.999818730978215	1191.07	1344	1185	1081	1041	1320	320.84	362.5
PPE68	Rv3873	PPE family protein PPE68	hypoxia_rar:9%	-0.0893	0.98771443585114	1094.6	1000	1405	1030	1192	882	627.17	672.64
Rv2047c	Rv2047c	hypothetical protein	hypoxia_late:15%	-0.113	0.997892566070206	1113.12	1110	1255	1125	1080	1003	125.91	137.43
Rv3115	Rv3115	transposase	low_iron:10%	-0.1604	0.99981872009367	1189.76	1341	1182	1080	1044	1317	320.84	362.5
viuB	Rv2895c	mycobactin utilization protein ViuB	hypoxia_late:9%	-0.0921	0.990701375482731	1094.7	982	1342	1007	1174	990	154.52	166.14
Rv2512c	Rv2512c	insertion sequence element IS1081 transposase	low_iron:10%	-0.1604	0.999818130321472	1190.54	1342	1187	1087	1037	1315	320.47	362.05
Rv1199c	Rv1199c	insertion sequence element IS1081 transposase	low_iron:10%	-0.1604	0.999818481332189	1189.69	1343	1184	1085	1036	1316	320.45	362.03
Rv1376	Rv1376	hypothetical protein	hypoxia_late:11%; human_sputum:10%	-0.1059	0.995722869412854	1114.85	1013	1331	1114	1101	1029	86.9	94.45
Rv1024	Rv1024	membrane protein	hypoxia_late:16%	-0.1072	0.997986736250909	1080.89	1106	1189	1046	1066	1002	106.77	116.15
MT3631	MT3631	hypothetical protein	hypoxia_fatty_acids:22%; hypoxia_late:20%	-0.1237	0.999456361528879	1090.85	1033	948	837	1218	1473	24.81	27.56
Rv0603	Rv0603	hypothetical protein	hypoxia_late:70%	-0.1443	0.9999362684059	1062.6	1205	751	865	996	1592	8.14	9.28
Rv2102	Rv2102	hypothetical protein	human_sputum:10%	-0.0952	0.992584091785673	1096.38	1003	1335	1058	1131	973	247.1	266.36
lppB	Rv2544	lipoprotein LppB	hypoxia_late:10%	-0.1075	0.995921358681135	1109.56	986	1145	1173	1099	1150	122.89	133.9
Rv0812	Rv0812	amino acid aminotransferase	PBS_RIF_DDmtb:15%	-0.1094	0.997549686558148	1090.16	1095	1264	1051	1053	997	126.34	137.63
Rv2366c	Rv2366c	transmembrane protein	PBS_RIF_DDmtb:8%	-0.0922	0.98981748451239	1088.56	977	1298	1064	1178	945	287.94	309.45
Rv3023c	Rv3023c	transposase	low_iron:10%	-0.1607	0.999815450292458	1182.44	1337	1180	1076	1028	1307	320.4	362.07
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	-0.1341	0.999225189217158	1136.93	1188	965	1246	1096	1201	23.17	25.84
MT3077	MT3077	hypothetical protein	hypoxia_late:40%	-0.1287	0.999532465889825	1089.1	1085	897	979	1149	1364	28.85	32.27
lpqX	Rv1228	lipoprotein LpqX	PBS_RIF_DDmtb:13%	-0.1039	0.993735414363109	1104.93	994	1327	1098	1086	1034	158.48	171.77
Rv2859c	Rv2859c	glutamine amidotransferase	hypoxia_late:16%	-0.0951	0.990853837950651	1086.24	961	1271	1052	1153	1008	142	152.99
Rv1958c	Rv1958c	hypothetical protein	hypoxia_fatty_acids:14%	-0.1243	0.998926335549068	1102.72	1146	1177	1138	986	1072	43.56	48.04
Rv0385	Rv0385	monooxygenase	hypoxia_late:15%; ctl_stationary:10%	-0.1006	0.993423949231085	1085.18	939	1222	1023	1116	1137	31.13	33.77
rsfB	Rv3687c	anti-anti-sigma factor RsfB	hypoxia_late:9%	-0.1128	0.997943237300632	1064.89	1096	1104	1075	1046	1005	142.42	155.43
lprF	Rv1368	lipoprotein LprF	acidic:15%	-0.1055	0.994247611943013	1093.02	1010	1318	1074	1090	988	169.73	184.17
Rv0339c	Rv0339c	transcriptional regulator	hypoxia_late:20%	-0.109	0.996522878855974	1066.6	1083	1253	1035	1033	941	57.62	62.79
Rv1767	Rv1767	hypothetical protein	hypoxia_fatty_acids:18%	-0.1273	0.998734654396782	1108.09	1150	1061	1200	976	1161	45.82	50.55
argS	Rv1292	arginine--tRNA ligase	hypoxia_rar:10%	-0.0999	0.991488792296319	1077.54	950	1265	1079	1109	998	85.72	92.8
lppX	Rv2945c	lipoprotein LppX	tyloxopol:11%; INDIGO_exponential:10%	-0.1036	0.993607802756537	1074.2	990	1207	1086	1113	983	332.75	360.66
fabG1	Rv1483	3-oxoacyl-ACP reductase FabG	hypoxia_rar:14%; zinc_limitation:10%	-0.1068	0.995813077491857	1062.03	1042	1186	1049	1073	966	296.31	322
impA	Rv1604	inositol-monophosphatase ImpA	microaerophilic:46%	-0.0985	0.987612762565759	1087.57	966	1322	1102	1107	960	267.71	288.92
Rv2690c	Rv2690c	integral membrane protein	PBS_RIF_DDmtb:20%; ctl_stationary:12%; hypoxia_late:10%	-0.1043	0.996449090684689	1039.07	1073	1109	1034	1003	979	48.58	52.73
Rv2901c	Rv2901c	hypothetical protein	INDIGO_exponential:11%	-0.098	0.98626199637644	1087.5	956	1382	1071	1138	920	1405.45	1516.12
lppR	Rv2403c	lipoprotein LppR	hypoxia_late:9%	-0.1058	0.993631720545427	1073.82	1001	1307	1050	1035	991	127	137.88
hab	Rv3078	hydroxylaminobenzene mutase	hypoxia_late:9%	-0.1202	0.99846685512808	1057.42	1026	991	1077	1057	1139	57.34	63.01
Rv0610c	Rv0610c	hypothetical protein	hypoxia_late:15%	-0.1215	0.997835578092529	1075.33	1090	1197	1065	992	1038	69.78	76.75
MT0494	MT0494	hypothetical protein	butyrate_plus_glucose:9%	-0.1134	0.99756087883267	1049.66	1007	1002	1082	1071	1088	298.12	325.5
MT2165	MT2165	hypothetical protein	ctl_stationary:10%	-0.12	0.999137098759729	1029.38	1097	891	947	1007	1221	47.65	52.33
recD	Rv0629c	exonuclease V subunit alpha RecD	hypoxia_late:28%	-0.1169	0.996937898214336	1062.42	1077	1219	1068	977	980	49.49	54.2
Rv2958c	Rv2958c	PGL/p-HBAD biosynthesis glycosyltransferase	hypoxia_late:17%; hypoxia_rar:11%	-0.1128	0.997410490000024	1044.47	1053	1085	1016	1038	1031	50.43	55.16
Rv2630	Rv2630	hypothetical protein	microaerophilic:20%; hypoxia_hypoxic:12%	-0.1289	0.998088054889299	1102.25	694	252	1415	1804	1909	89.63	100.36
rskA	Rv0444c	anti-sigma-K factor RskA	high_iron:10%; tyloxopol:10%	-0.1136	0.996234033253717	1060.09	1029	1210	1078	1017	974	265.83	290.3
Rv2282c	Rv2282c	LysR family HTH-type transcriptional regulator	hypoxia_late:26%; ctl_stationary:12%	-0.1386	0.999662455638498	1057.14	1204	998	1025	907	1166	9.07	10.28
Rv2296	Rv2296	haloalkane dehalogenase	human_sputum:9%	-0.0943	0.986098262289543	1046.51	955	1292	945	1130	933	178.29	191.94
glyA1	Rv1093	serine hydroxymethyltransferase	hypoxia_rar:9%	-0.1035	0.991291569145931	1059.46	984	1269	1062	1100	900	255.8	277.24
Rv2181	Rv2181	alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase	PBS_RIF_DDmtb:8%	-0.1	0.984891343230881	1076.11	928	1357	1055	1132	936	202	218.36
MT3456.1	MT3456.1	transposase, degenerate	hypoxia_late:35%; ctl_stationary:11%	-0.1397	0.999273980549682	1100.15	1266	1094	1174	889	1096	16.32	18.26
lppJ	Rv2080	lipoprotein LppJ	acidic_tyloxopol:8%	-0.1004	0.98924587367417	1056.39	944	1280	1004	1104	967	233.67	252.83
MT2565	MT2565	hypothetical protein	hypoxia_late:39%; ctl_stationary:23%; PBS_RIF_DDmtb:10%	-0.1966	0.999965346945414	1125.04	1499	772	1108	752	1640	5.65	6.73
Rv2308	Rv2308	hypothetical protein	hypoxia_late:22%; ctl_stationary:11%	-0.1264	0.99864427406332	1053.22	1071	973	1116	1002	1108	40.83	45.2
Rv1626	Rv1626	two-component system transcriptional regulator	ctl_exponential:13%; INDIGO_exponential:12%	-0.1146	0.995944474904859	1053.06	1037	1212	1060	1039	927	676.77	739.03
Rv1693	Rv1693	hypothetical protein	zinc_limitation:9%	-0.1243	0.997093017132569	1069.2	1076	1091	1130	1010	1041	272.03	299
hsdM	Rv2756c	type I restriction/modification system DNA methylase HsdM	hypoxia_late:26%	-0.109	0.992074799827937	1065.04	983	1302	1045	1060	952	83.19	90.53
Rv2407	Rv2407	ribonuclease Z	hypoxia_late:29%; PBS_RIF_DDmtb:13%; ctl_stationary:12%; human_sputum:11%	-0.1194	0.996958369268935	1050.14	992	1122	974	961	1213	12.38	13.65
Rv3784	Rv3784	dTDP-glucose 4,6-dehydratase	hypoxia_late:11%; INDIGO_exponential:10%	-0.115	0.996973795679089	1033.94	1020	1066	1027	1029	1028	70.36	77.04
Rv0052	Rv0052	hypothetical protein	high_iron:10%	-0.1189	0.997505518508257	1033.35	1049	1074	1020	980	1045	60.68	66.62
Rv2169c	Rv2169c	transmembrane protein	acidic:11%	-0.122	0.997596118579493	1049.41	1045	989	1156	1005	1056	187.6	205.88
iunH	Rv3393	nucleoside hydrolase	hypoxia_late:19%	-0.131	0.998345142632683	1065.26	1079	1131	1039	990	1090	45.52	50.52
mbtF	Rv2379c	peptide synthetase	low_iron:40%; hypoxia_late:10%	-0.0953	0.981710113857049	1043.14	947	1367	985	1136	821	56.16	60.56
Rv2566	Rv2566	hypothetical protein	hypoxia_late:25%	-0.1053	0.990251803275867	1050.95	973	1291	1054	1014	940	46.67	50.74
Rv1155	Rv1155	pyridoxine/pyridoxamine 5'-phosphate oxidase	cholesterol:10%	-0.1039	0.99021513935633	1044.24	970	1251	1017	1087	912	328.46	356.01
Rv1774	Rv1774	oxidoreductase	hypoxia_late:14%; PBS_RIF_DDmtb:10%	-0.1264	0.998638995801772	1037.08	1127	1077	1041	950	995	60.45	66.71
Rv2077A	Rv2077A	hypothetical protein	hypoxia_late:17%; ctl_stationary:13%; PBS_RIF_DDmtb:12%; hypoxia_rar:10%	-0.1607	0.999862545272333	1058.02	1276	875	987	948	1234	18.5	21.25
Rv1692	Rv1692	phosphatase	hypoxia_late:16%	-0.1282	0.998198285735606	1047.74	1116	1174	1031	958	968	114.23	126.09
lppA	Rv2543	lipoprotein LppA	INDIGO_exponential:9%	-0.1124	0.992285033473668	1054.74	935	1106	1120	1043	1075	145.96	159.51
frdD	Rv1555	fumarate reductase membrane anchor subunit	acidic:20%; hypoxia_late:17%; acidic_tyloxopol:16%	-0.1755	0.999896120913412	1098.31	1510	896	1040	952	1143	9.33	10.9
cspA	Rv3648c	cold shock protein A	ctl_exponential:12%	-0.1408	0.997823616491814	1108.65	1121	1203	1126	1042	1055	5391.95	6001.31
Rv0948c	Rv0948c	chorismate mutase	high_iron:10%	-0.1362	0.999141104026679	1042.54	1152	1042	1022	945	1057	137	152.41
parA	Rv3918c	chromosome partitioning protein ParA	INDIGO_exponential:10%	-0.1111	0.994259718082766	1021.77	1046	1179	996	1031	869	391.05	425.88
Rv1888c	Rv1888c	transmembrane protein	INDIGO_exponential:8%	-0.1124	0.992959119302414	1040.56	948	1130	1067	1032	1030	133.03	145.34
MT0806	MT0806	hypothetical protein	hypoxia_late:38%; human_sputum:15%	-0.1323	0.999289296738377	1008.6	1142	985	869	947	1113	36.37	40.45
gadB	Rv3432c	glutamate decarboxylase GadB	hypoxia_late:16%	-0.1106	0.991018540460799	1041.34	958	1257	1014	1016	975	51.44	56.09
yrbE3B	Rv1965	integral membrane protein	hypoxia_late:27%; microaerophilic:14%; ctl_stationary:11%	-0.1514	0.999497777150565	1063.94	1269	944	1286	737	1138	9.18	10.38
sigH	Rv3223c	ECF RNA polymerase sigma factor SigH	zinc_limitation:14%	-0.1052	0.989666195741482	1024.14	932	1102	1070	1077	946	342.56	371.59
aldC	Rv2858c	aldehyde dehydrogenase AldC	hypoxia_late:11%	-0.0986	0.980277395729387	1022.39	922	1288	971	1115	845	173.22	187.12
eccB2	Rv3895c	ESX-2 secretion system protein EccB	hypoxia_late:25%	-0.1019	0.983915372610694	1024.77	919	1284	917	1048	977	51.23	55.53
ribD	Rv2671	bifunctional diaminohydroxyphosphoribosylaminopyrimidine	hypoxia_late:16%; PBS_RIF_DDmtb:12%	-0.1101	0.988883286919722	1036.38	881	1170	970	1056	1118	45.5	49.72
Rv1232c	Rv1232c	hypothetical protein	PBS_RIF_DDmtb:10%	-0.1013	0.979585812012062	1030.06	921	1312	986	1085	874	154.34	166.98
MT2589.1	MT2589.1	hypothetical protein	nutrient_limitation:12%	-0.1235	0.997071941590467	1014.26	1009	956	1069	973	1067	119.3	130.99
tlyA	Rv1694	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA	hypoxia_late:13%	-0.1272	0.996527361195033	1036.72	1054	1173	1047	962	955	167.3	184.34
mce3A	Rv1966	Mce family protein Mce3A	hypoxia_late:33%; ctl_stationary:11%	-0.1381	0.998567848108853	1044.24	1102	1070	1141	772	1163	6.13	6.91
Rv3081	Rv3081	hypothetical protein	ctl_stationary:14%; hypoxia_late:13%	-0.1142	0.993646572644488	1018.7	960	1101	1011	1018	1006	38.82	42.53
Rv2670c	Rv2670c	hypothetical protein	PBS_RIF_DDmtb:16%; hypoxia_late:15%; ctl_stationary:12%; human_sputum:11%	-0.1189	0.993262177790073	1033.41	936	1183	994	984	1079	23.44	25.79
Rv0042c	Rv0042c	transcriptional regulator	tyloxopol:14%	-0.1078	0.989237262996035	1020.58	933	1163	1043	1025	947	260.13	282.95
pstA2	Rv0936	phosphate ABC transporter permease PstA	butyrate_plus_glucose:10%; ctl_exponential:10%	-0.1001	0.979322999636666	1014.99	924	1297	934	1082	866	190.9	206.35
mce4D	Rv3496c	Mce family protein Mce4D	butyrate_plus_glucose:9%	-0.1062	0.988698413649291	1009.01	937	1107	1036	1061	911	157.93	171.41
pknA	Rv0015c	serine/threonine-protein kinase PknA	microaerophilic:20%	-0.1199	0.994986137867229	1011.63	1024	1169	1009	974	892	447.65	490.62
hsaC	Rv3568c	extradiol dioxygenase	hypoxia_fatty_acids:19%	-0.1175	0.995278081692972	996.62	1086	1068	1028	912	897	116.44	127.39
serT	Rvnt44	tRNA-Ser	zinc_limitation:34%; hypoxia_late:10%; hypoxia_hypoxic:10%	-0.1346	0.997849407004143	1031.09	1012	855	1096	1024	1183	165.71	184.57
hycE	Rv0087	formate hydrogenase HycE	hypoxia_late:21%	-0.1339	0.997735195659539	1026.07	1078	871	1123	1004	1064	40.68	45.15
ccsA	Rv0529	cytochrome C-type biogenesis protein CcsA	high_iron:13%	-0.118	0.993681923526901	1007.8	1019	1181	1006	988	858	300.74	329
moeB1	Rv3206c	adenylyltransferase/sulfurtransferase	hypoxia_fatty_acids:15%	-0.1162	0.994477173701613	988.2	1043	1082	1018	964	843	305.35	333.66
xthA	Rv0427c	exodeoxyribonuclease III protein XthA	zinc_limitation:15%; hypoxia_late:14%	-0.1131	0.991859264761066	1004.72	911	1060	1042	1015	999	75.99	83.07
Rv1481	Rv1481	membrane protein	high_iron:9%	-0.1205	0.994635826376577	1003.66	1027	1154	1012	969	867	388.77	426.2
Rv2898c	Rv2898c	hypothetical protein	hypoxia_late:19%; microaerophilic:11%	-0.1413	0.998728970894712	1022.48	1105	1023	999	941	1048	117.28	130.93
pstP	Rv0018c	phosphoserine/threonine phosphatase PstP	microaerophilic:12%	-0.1042	0.975710601974729	1020.88	901	1311	1010	1067	846	336.32	364.45
alr	Rv3423c	alanine racemase	human_sputum:13%; hypoxia_late:12%	-0.1107	0.993539111414876	976.4	1006	1048	977	1006	851	220.48	240.04
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	-0.1219	0.994078869821135	1014.21	906	1019	998	966	1193	20.03	22.08
Rv2326c	Rv2326c	ABC transporter ATP-binding protein	microaerophilic:9%	-0.102	0.976946090025207	1004.33	915	1243	982	1091	817	395.14	427.48
Rv2553c	Rv2553c	membrane protein	microaerophilic:37%	-0.1062	0.981835889361943	1009.98	930	1244	1000	1047	850	404.18	438.58
Rv2915c	Rv2915c	hypothetical protein	hypoxia_late:12%	-0.1198	0.994452588637425	988.83	999	1129	972	929	922	76.35	83.84
Rv1581c	Rv1581c	phage protein	hypoxia_late:15%; ctl_stationary:10%	-0.1363	0.998469610781448	1002.96	1098	1025	959	835	1111	29.69	32.94
PE1	Rv0151c	PE family protein PE1	hypoxia_late:17%; PBS_RIF_DDmtb:17%; human_sputum:11%; ctl_stationary:11%	-0.1125	0.990419213888858	999.64	938	1120	988	995	962	29.42	32.17
Rv1509	Rv1509	hypothetical protein	hypoxia_late:20%; human_sputum:15%	-0.1261	0.996874803000003	988.78	1070	1026	1001	927	924	53.13	58.62
Rv0793	Rv0793	monooxygenase	hypoxia_fatty_acids:36%; ctl_stationary:13%; hypoxia_late:12%	-0.1439	0.999484482914036	980.38	1067	768	836	987	1285	19.3	21.78
Rv0149	Rv0149	quinone oxidoreductase	acidic:13%	-0.1061	0.986781792324845	981.98	920	1058	990	1058	890	215.25	233.62
lpqY	Rv1235	trehalose ABC transporter substrate-binding lipoprotein LpqY	PBS_RIF_DDmtb:12%	-0.121	0.995707414812658	979.64	979	861	1090	983	992	79.31	87.01
Rv0521	Rv0521	methyltransferase/methylase	hypoxia_late:25%; ctl_stationary:20%; PBS_RIF_DDmtb:11%	-0.173	0.999879837806226	1018.17	1359	718	830	1026	1228	7.77	9.13
Rv0750	Rv0750	hypothetical protein	human_sputum:9%	-0.1115	0.988639281890444	992.42	895	1112	813	1054	1107	114.59	124.94
Rv2452c	Rv2452c	hypothetical protein	human_sputum:22%	-0.1541	0.999742021601643	985.33	1081	527	1059	1094	1260	47.5	53.6
Rv0947c	Rv0947c	mycolyl transferase	INDIGO_exponential:11%	-0.1513	0.998342126429624	1051	1048	818	1053	1110	1250	81.85	92.5
atpA	Rv1308	ATP synthase subunit alpha	ctl_exponential:12%; INDIGO_exponential:11%	-0.1192	0.992888558198201	990.16	995	1086	1008	981	886	1145.48	1254.09
frdB	Rv1553	fumarate reductase iron-sulfur subunit	hypoxia_late:32%; acidic:21%	-0.177	0.999855796653803	1024.56	1334	846	1095	713	1200	3.32	3.96
cmr	Rv1675c	HTH-type transcriptional regulator Cmr	hypoxia_late:27%; human_sputum:13%; ctl_stationary:13%	-0.1514	0.998907598683141	1032.09	1035	910	1002	1001	1225	8.55	9.84
dapE	Rv1202	succinyl-diaminopimelate desuccinylase DapE	hypoxia_late:11%	-0.1198	0.991292912648732	999.87	976	1093	1083	928	926	78.21	85.8
MT3984	MT3984	hypothetical protein	microaerophilic:10%	-0.1127	0.986348928034716	999.7	927	1214	980	959	932	805.26	877.66
mazE1	Rv0456B	antitoxin MazE1	ctl_stationary:14%; hypoxia_late:12%	-0.128	0.996222809044262	983.98	923	952	740	1050	1296	45.41	50.32
Rv3755c	Rv3755c	hypothetical protein	high_iron:8%	-0.1038	0.976586610862935	981.81	897	1195	895	1074	868	246.16	266.79
Rv2423	Rv2423	hypothetical protein	hypoxia_late:23%; ctl_stationary:13%; human_sputum:10%	-0.1273	0.996907147916111	971.98	998	993	905	901	1068	16.65	18.5
MT0431	MT0431	hypothetical protein	hypoxia_late:21%; low_iron:19%	-0.1949	0.999931173775499	1025.17	1380	601	812	1059	1398	10.23	12.38
thrA	Rv1294	homoserine dehydrogenase	hypoxia_rar:8%	-0.1043	0.974952172745154	981.15	887	1148	989	1070	829	343.87	372.7
Rv0888	Rv0888	hypothetical protein	butyrate:10%	-0.1309	0.995652814796625	989.22	1016	1121	1003	909	905	117.85	130.32
Rv3348	Rv3348	transposase	hypoxia_late:13%; ctl_stationary:10%	-0.1213	0.988041311024029	1004.91	863	1134	956	998	1085	64.84	71.33
Rv2309A	Rv2309A	hypothetical protein	hypoxia_late:38%; ctl_stationary:13%	-0.2132	0.999868549254761	1094.52	1619	1043	907	743	1261	5.42	6.7
Rv1544	Rv1544	ketoacyl reductase	ctl_exponential:10%	-0.1036	0.971858366095045	975.95	899	1225	920	1078	787	331.26	358.85
Rv3844	Rv3844	transposase	hypoxia_late:13%; ctl_stationary:10%	-0.1213	0.988050445165333	1002.89	860	1133	953	999	1081	64.84	71.33
